"","SITE_ID","DSGN_CYCLE","SITETYPE","IND_DOMAIN","UNIQUE_ID","WGT_CAT","WGT_SP","WGT_TP"
"259","NLA06608-2507",2007,"PROB","CORE","NLA_IN-10054","TPL_>50",5.060407036,0
"260","NLA06608-2523",2007,"PROB","CORE","NLA_IN-10055","UMW_notMI_UP_(20,50]",23.30452967,0
"261","NLA06608-2644",2007,"PROB","CORE","NLA_IN-10056","TPL_>50",5.060407036,0
"262","NLA06608-2708",2007,"PROB","CORE","NLA_IN-10057","SAP_(10,20]",37.57131261,0
"263","NLA06608-2779",2007,"PROB","CORE","NLA_IN-10059","UMW_notMI_UP_>50",7.255140945,0
"264","NLA06608-2891",2007,"PROB","CORE","NLA_IN-10060","UMW_notMI_UP_(20,50]",23.30452967,0
"265","NLA06608-2916",2007,"PROB","CORE","NLA_IN-10061","TPL_(10,20]",41.53591417,0
"266","NLA06608-2987",2007,"PROB","CORE","NLA_IN-10062","UMW_notMI_UP_(20,50]",23.30452967,0
"267","NLA06608-3035",2007,"PROB","CORE","NLA_IN-10063","UMW_notMI_UP_(20,50]",23.30452967,0
"268","NLA06608-3147",2007,"PROB","CORE","NLA_IN-10065","UMW_notMI_UP_>50",6.588874633,0
"269","NLA06608-0104",2007,"PROB","CORE","NLA_KS-10012","SPL_>50",2.142938553,0
"270","NLA06608-0140",2007,"PROB","CORE","NLA_KS-10013","TPL_(20,50]",15.47476578,0
"271","NLA06608-0168",2007,"PROB","CORE","NLA_KS-10014","TPL_(20,50]",15.47476578,0
"272","NLA06608-0184",2007,"PROB","CORE","NLA_KS-10015","TPL_(10,20]",27.75160198,0
"273","NLA06608-0312",2007,"PROB","CORE","NLA_KS-10017","TPL_(10,20]",27.75160198,0
"274","NLA06608-0488",2007,"PROB","CORE","NLA_KS-10020","SPL_(10,20]",8.669038668,0
"275","NLA06608-0588",2007,"PROB","CORE","NLA_KS-10021","SPL_(10,20]",8.669038668,0
"276","NLA06608-0632",2007,"PROB","CORE","NLA_KS-10022","TPL_>50",9.247326386,0
"277","NLA06608-0720",2007,"PROB","CORE","NLA_KS-10023","SPL_>50",2.359632273,0
"278","NLA06608-0744",2007,"PROB","CORE","NLA_KS-10024","TPL_(10,20]",27.75160198,0
"279","NLA06608-0872",2007,"PROB","CORE","NLA_KS-10026","SPL_>50",2.142938553,0
"280","NLA06608-1036",2007,"PROB","CORE","NLA_KS-10028","TPL_(10,20]",27.75160198,0
"281","NLA06608-1052",2007,"PROB","CORE","NLA_KS-10029","SPL_>50",2.359632273,0
"282","NLA06608-1100",2007,"PROB","CORE","NLA_KS-10031","TPL_>50",9.247326386,0
"283","NLA06608-1208",2007,"PROB","CORE","NLA_KS-10033","SPL_(10,20]",8.669038668,0
"284","NLA06608-1256",2007,"PROB","CORE","NLA_KS-10035","TPL_(10,20]",27.75160198,0
"285","NLA06608-1292",2007,"PROB","CORE","NLA_KS-10036","TPL_>50",10.18241506,0
"286","NLA06608-1824",2007,"PROB","CORE","NLA_KS-10041","SPL_>50",2.359632273,0
"287","NLA06608-0388",2007,"PROB","CORE","NLA_KY-10003","SAP_>50",4.648606362,0
"288","NLA06608-0447",2007,"PROB","CORE","NLA_KY-10004","SAP_>50",4.648606362,0
"289","NLA06608-0804",2007,"PROB","CORE","NLA_KY-10009","SAP_(20,50]",11.67005572,0
"290","NLA06608-0868",2007,"PROB","CORE","NLA_KY-10010","TPL_(20,50]",9.897048003,0
"291","NLA06608-1263",2007,"PROB","CORE","NLA_KY-10015","SAP_>50",4.648606362,0
"292","NLA06608-1316",2007,"PROB","CORE","NLA_KY-10016","SAP_>50",4.648606362,0
"293","NLA06608-1332",2007,"PROB","CORE","NLA_KY-10017","TPL_(20,50]",9.897048003,0
"294","NLA06608-1572",2007,"PROB","CORE","NLA_KY-10019","TPL_>50",5.914224129,0
"295","NLA06608-1775",2007,"PROB","CORE","NLA_KY-10023","SAP_>50",4.648606362,0
"296","NLA06608-1812",2007,"PROB","CORE","NLA_KY-10025","SAP_>50",4.512108505,0
"297","NLA06608-0071",2007,"PROB","CORE","NLA_LA-10002","CPL_>50",2.634200571,0
"298","NLA06608-0328",2007,"PROB","CORE","NLA_LA-10007","CPL_>50",2.634200571,0
"299","NLA06608-0711",2007,"PROB","CORE","NLA_LA-10012","CPL_>50",2.634200571,0
"300","NLA06608-1608",2007,"PROB","CORE","NLA_LA-10023","CPL_>50",2.634200571,0
"301","NLA06608-1735",2007,"PROB","CORE","NLA_LA-10025","CPL_(4,10]",240.9418605,0
"302","NLA06608-1800",2007,"PROB","CORE","NLA_LA-10028","CPL_>50",2.634200571,0
"303","NLA06608-1863",2007,"PROB","CORE","NLA_LA-10030","CPL_>50",2.634200571,0
"304","NLA06608-2092",2007,"PROB","CORE","NLA_LA-10033","CPL_>50",46.964362,0
"305","NLA06608-2524",2007,"PROB","CORE","NLA_LA-10041","CPL_>50",2.634200571,0
"306","NLA06608-2823",2007,"PROB","CORE","NLA_LA-10047","CPL_>50",2.634200571,0
"307","NLA06608-3911",2007,"PROB","CORE","NLA_LA-10059","CPL_(20,50]",113.593079,0
"308","NLA06608-4650",2007,"PROB","CORE","NLA_LA-10066","CPL_>50",2.634200571,0
"309","NLA06608-4686",2007,"PROB","CORE","NLA_LA-10068","CPL_>50",51.71339334,0
"310","NLA06608-4698",2007,"PROB","CORE","NLA_LA-10069","CPL_(20,50]",113.593079,0
"311","NLA06608-0198",2007,"PROB","CORE","NLA_MA-10004","CPL_>50",16.55830274,0
"312","NLA06608-0354",2007,"PROB","CORE","NLA_MA-10005","NAP_(20,50]",90.85705727,0
"313","NLA06608-0357",2007,"PROB","CORE","NLA_MA-10006","NAP_>50",34.43045687,0
"314","NLA06608-0454",2007,"PROB","CORE","NLA_MA-10007","NAP_>50",37.91206104,0
"315","NLA06608-0546",2007,"PROB","CORE","NLA_MA-10008","NAP_(4,10]",5.495211243,0
"316","NLA06608-0674",2007,"PROB","CORE","NLA_MA-10010","NAP_(20,50]",90.85705727,0
"317","NLA06608-0710",2007,"PROB","CORE","NLA_MA-10011","CPL_(10,20]",71.56724587,0
"318","NLA06608-0754",2007,"PROB","CORE","NLA_MA-10012","NAP_>50",37.91206104,0
"319","NLA06608-0802",2007,"PROB","CORE","NLA_MA-10013","NAP_(10,20]",215.5918041,0
"320","NLA06608-1122",2007,"PROB","CORE","NLA_MA-10014","NAP_(4,10]",529.1504789,0
"321","NLA06608-1222",2007,"PROB","CORE","NLA_MA-10015","CPL_(10,20]",71.56724587,0
"322","NLA06608-0610",2007,"PROB","CORE","NLA_MA-10016","NAP_>50",21.73949782,0
"323","NLA06608-1389",2007,"PROB","CORE","NLA_MD-10009","CPL_>50",2.634200571,0
"324","NLA06608-1538",2007,"PROB","CORE","NLA_MD-10010","SAP_>50",2.555934769,0
"325","NLA06608-1821",2007,"PROB","CORE","NLA_MD-10014","SAP_(10,20]",8.827327485,0
"326","NLA06608-2114",2007,"PROB","CORE","NLA_MD-10016","SAP_(10,20]",8.827327485,0
"327","NLA06608-0102",2007,"PROB","CORE","NLA_ME-10023","NAP_>50",66.90550917,0
"328","NLA06608-0150",2007,"PROB","CORE","NLA_ME-10024","NAP_>50",6.258879519,0
"329","NLA06608-0401",2007,"PROB","CORE","NLA_ME-10026","NAP_>50",6.258879519,0
"330","NLA06608-0657",2007,"PROB","CORE","NLA_ME-10029","NAP_(20,50]",176.5540812,0
"331","NLA06608-0913",2007,"PROB","CORE","NLA_ME-10030","NAP_>50",73.67098721,0
"332","NLA06608-0914",2007,"PROB","CORE","NLA_ME-10031","NAP_>50",66.90550917,0
"333","NLA06608-0918",2007,"PROB","CORE","NLA_ME-10032","NAP_>50",73.67098721,0
"334","NLA06608-1174",2007,"PROB","CORE","NLA_ME-10035","NAP_>50",73.67098721,0
"335","NLA06608-1238",2007,"PROB","CORE","NLA_ME-10036","NAP_>50",73.67098721,0
"336","NLA06608-1558",2007,"PROB","CORE","NLA_ME-10039","NAP_>50",73.67098721,0
"337","NLA06608-0010",2007,"PROB","CORE","NLA_MI-10005","UMW_notMI_UP_(20,50]",114.9484804,0
"338","NLA06608-0170",2007,"PROB","CORE","NLA_MI-10008","UMW_notMI_UP_>50",32.49930969,0
"339","NLA06608-0234",2007,"PROB","CORE","NLA_MI-10009","UMW_notMI_UP_(20,50]",114.9484804,0
"340","NLA06608-0286",2007,"PROB","CORE","NLA_MI-10010","MI_UP_>50",28.69930961,0
"341","NLA06608-0330",2007,"PROB","CORE","NLA_MI-10011","UMW_notMI_UP_>50",35.78563646,0
"342","NLA06608-0363",2007,"PROB","CORE","NLA_MI-10013","UMW_notMI_UP_>50",4.038622147,0
"343","NLA06608-0399",2007,"PROB","CORE","NLA_MI-10015","UMW_notMI_UP_(10,20]",245.9552548,0
"344","NLA06608-0426",2007,"PROB","CORE","NLA_MI-10017","UMW_notMI_UP_>50",35.78563646,0
"345","NLA06608-0462",2007,"PROB","CORE","NLA_MI-10018","MI_UP_>50",31.60138078,0
"346","NLA06608-0463",2007,"PROB","CORE","NLA_MI-10019","TPL_>50",5.060407036,0
"347","NLA06608-0502",2007,"PROB","CORE","NLA_MI-10022","UMW_notMI_UP_(20,50]",114.9484804,0
"348","NLA06608-0619",2007,"PROB","CORE","NLA_MI-10025","UMW_notMI_UP_>50",32.49930969,0
"349","NLA06608-0630",2007,"PROB","CORE","NLA_MI-10026","MI_UP_(20,50]",57,0
"350","NLA06608-0734",2007,"PROB","CORE","NLA_MI-10029","MI_UP_>50",28.69930961,0
"351","NLA06608-0874",2007,"PROB","CORE","NLA_MI-10030","UMW_notMI_UP_(20,50]",114.9484804,0
"352","NLA06608-0875",2007,"PROB","CORE","NLA_MI-10031","UMW_notMI_UP_(20,50]",114.9484804,0
"353","NLA06608-0938",2007,"PROB","CORE","NLA_MI-10032","UMW_notMI_UP_>50",4.038622147,0
"354","NLA06608-0974",2007,"PROB","CORE","NLA_MI-10033","MI_UP_>50",28.69930961,0
"355","NLA06608-1003",2007,"PROB","CORE","NLA_MI-10034","UMW_notMI_UP_>50",32.49930969,0
"356","NLA06608-1014",2007,"PROB","CORE","NLA_MI-10035","UMW_notMI_UP_>50",4.038622147,0
"357","NLA06608-1034",2007,"PROB","CORE","NLA_MI-10036","UMW_notMI_UP_(10,20]",245.9552548,0
"358","NLA06608-1130",2007,"PROB","CORE","NLA_MI-10037","UMW_notMI_UP_>50",4.038622147,0
"359","NLA06608-1162",2007,"PROB","CORE","NLA_MI-10039","UMW_notMI_UP_>50",35.78563646,0
"360","NLA06608-1167",2007,"PROB","CORE","NLA_MI-10040","UMW_notMI_UP_>50",35.78563646,0
"361","NLA06608-1206",2007,"PROB","CORE","NLA_MI-10041","MI_UP_(10,20]",214.5,0
"362","NLA06608-1258",2007,"PROB","CORE","NLA_MI-10042","UMW_notMI_UP_(20,50]",114.9484804,0
"363","NLA06608-1334",2007,"PROB","CORE","NLA_MI-10043","UMW_notMI_UP_>50",35.78563646,0
"364","NLA06608-1358",2007,"PROB","CORE","NLA_MI-10044","MI_UP_>50",31.60138078,0
"365","NLA06608-1370",2007,"PROB","CORE","NLA_MI-10045","UMW_notMI_UP_(10,20]",245.9552548,0
"366","NLA06608-1387",2007,"PROB","CORE","NLA_MI-10046","UMW_notMI_UP_>50",35.78563646,0
"367","NLA06608-1398",2007,"PROB","CORE","NLA_MI-10047","MI_UP_(20,50]",57,0
"368","NLA06608-1434",2007,"PROB","CORE","NLA_MI-10049","UMW_notMI_UP_>50",35.78563646,0
"369","NLA06608-1450",2007,"PROB","CORE","NLA_MI-10050","UMW_notMI_UP_>50",32.49930969,0
"370","NLA06608-1487",2007,"PROB","CORE","NLA_MI-10051","TPL_>50",5.060407036,0
"371","NLA06608-1515",2007,"PROB","CORE","NLA_MI-10052","UMW_notMI_UP_(20,50]",114.9484804,0
"372","NLA06608-1626",2007,"PROB","CORE","NLA_MI-10056","UMW_notMI_UP_>50",4.038622147,0
"373","NLA06608-1643",2007,"PROB","CORE","NLA_MI-10057","UMW_notMI_UP_(10,20]",245.9552548,0
"374","NLA06608-1654",2007,"PROB","CORE","NLA_MI-10058","MI_UP_(20,50]",57,0
"375","NLA06608-1679",2007,"PROB","CORE","NLA_MI-10059","UMW_notMI_UP_(20,50]",114.9484804,0
"376","NLA06608-1690",2007,"PROB","CORE","NLA_MI-10060","UMW_notMI_UP_(10,20]",245.9552548,0
"377","NLA06608-1706",2007,"PROB","CORE","NLA_MI-10061","UMW_notMI_UP_(4,10]",493.2,0
"378","NLA06608-1707",2007,"PROB","CORE","NLA_MI-10062","UMW_notMI_UP_>50",32.49930969,0
"379","NLA06608-1742",2007,"PROB","CORE","NLA_MI-10064","MI_UP_(20,50]",57,0
"380","NLA06608-1758",2007,"PROB","CORE","NLA_MI-10065","MI_UP_>50",28.69930961,0
"381","NLA06608-1771",2007,"PROB","CORE","NLA_MI-10066","UMW_notMI_UP_>50",35.78563646,0
"382","NLA06608-1782",2007,"PROB","CORE","NLA_MI-10067","UMW_notMI_UP_>50",4.038622147,0
"383","NLA06608-1802",2007,"PROB","CORE","NLA_MI-10068","UMW_notMI_UP_>50",35.78563646,0
"384","NLA06608-1910",2007,"PROB","CORE","NLA_MI-10069","MI_UP_(20,50]",57,0
"385","NLA06608-1998",2007,"PROB","CORE","NLA_MI-10070","MI_UP_>50",28.69930961,0
"386","NLA06608-2078",2007,"PROB","CORE","NLA_MI-10071","MI_UP_(20,50]",57,0
"387","NLA06608-0110",2007,"PROB","CORE","NLA_MN-10018","UMW_notMI_UP_>50",82.85349649,0
"388","NLA06608-0167",2007,"PROB","CORE","NLA_MN-10020","UMW_notMI_UP_>50",4.038622147,0
"389","NLA06608-0174",2007,"PROB","CORE","NLA_MN-10021","UMW_notMI_UP_>50",75.24475481,0
"390","NLA06608-0190",2007,"PROB","CORE","NLA_MN-10022","UMW_notMI_UP_(4,10]",493.2,0
"391","NLA06608-0211",2007,"PROB","CORE","NLA_MN-10023","UMW_notMI_UP_>50",75.24475481,0
"392","NLA06608-0215",2007,"PROB","CORE","NLA_MN-10024","UMW_notMI_UP_>50",4.038622147,0
"393","NLA06608-0238",2007,"PROB","CORE","NLA_MN-10026","UMW_notMI_UP_>50",82.85349649,0
"394","NLA06608-0279",2007,"PROB","CORE","NLA_MN-10027","UMW_notMI_UP_>50",126.1434371,0
"395","NLA06608-0318",2007,"PROB","CORE","NLA_MN-10028","UMW_notMI_UP_(20,50]",5.274564596,0
"396","NLA06608-0366",2007,"PROB","CORE","NLA_MN-10030","UMW_notMI_UP_>50",82.85349649,0
"397","NLA06608-0403",2007,"PROB","CORE","NLA_MN-10031","UMW_notMI_UP_>50",4.038622147,0
"398","NLA06608-0494",2007,"PROB","CORE","NLA_MN-10033","UMW_notMI_UP_>50",82.85349649,0
"399","NLA06608-0526",2007,"PROB","CORE","NLA_MN-10034","UMW_notMI_UP_(20,50]",266.1370444,0
"400","NLA06608-0551",2007,"PROB","CORE","NLA_MN-10035","UMW_notMI_UP_>50",4.038622147,0
"401","NLA06608-0558",2007,"PROB","CORE","NLA_MN-10036","UMW_notMI_UP_(10,20]",569.4534135,0
"402","NLA06608-0622",2007,"PROB","CORE","NLA_MN-10040","UMW_notMI_UP_>50",82.85349649,0
"403","NLA06608-0679",2007,"PROB","CORE","NLA_MN-10042","UMW_notMI_UP_>50",75.24475481,0
"404","NLA06608-0686",2007,"PROB","CORE","NLA_MN-10043","UMW_notMI_UP_(10,20]",7.454181023,0
"405","NLA06608-0743",2007,"PROB","CORE","NLA_MN-10044","UMW_notMI_UP_(20,50]",266.1370444,0
"406","NLA06608-0759",2007,"PROB","CORE","NLA_MN-10045","TPL_>50",5.060407036,0
"407","NLA06608-0771",2007,"PROB","CORE","NLA_MN-10046","UMW_notMI_UP_>50",75.24475481,0
"408","NLA06608-0782",2007,"PROB","CORE","NLA_MN-10047","UMW_notMI_UP_(4,10]",493.2,0
"409","NLA06608-0871",2007,"PROB","CORE","NLA_MN-10048","TPL_>50",174.0409712,0
"410","NLA06608-0878",2007,"PROB","CORE","NLA_MN-10049","UMW_notMI_UP_>50",4.038622147,0
"411","NLA06608-0890",2007,"PROB","CORE","NLA_MN-10050","UMW_notMI_UP_>50",75.24475481,0
"412","NLA06608-0915",2007,"PROB","CORE","NLA_MN-10051","TPL_(4,10]",459.15,0
"413","NLA06608-0935",2007,"PROB","CORE","NLA_MN-10052","UMW_notMI_UP_>50",75.24475481,0
"414","NLA06608-0942",2007,"PROB","CORE","NLA_MN-10053","UMW_notMI_UP_>50",82.85349649,0
"415","NLA06608-0958",2007,"PROB","CORE","NLA_MN-10054","UMW_notMI_UP_>50",82.85349649,0
"416","NLA06608-0990",2007,"PROB","CORE","NLA_MN-10055","UMW_notMI_UP_>50",82.85349649,0
"417","NLA06608-1018",2007,"PROB","CORE","NLA_MN-10056","UMW_notMI_UP_(20,50]",266.1370444,0
"418","NLA06608-1038",2007,"PROB","CORE","NLA_MN-10057","UMW_notMI_UP_>50",75.24475481,0
"419","NLA06608-1102",2007,"PROB","CORE","NLA_MN-10059","UMW_notMI_UP_(10,20]",569.4534135,0
"420","NLA06608-1111",2007,"PROB","CORE","NLA_MN-10060","TPL_(20,50]",264.4994581,0
"421","NLA06608-1134",2007,"PROB","CORE","NLA_MN-10062","UMW_notMI_UP_>50",82.85349649,0
"422","NLA06608-1150",2007,"PROB","CORE","NLA_MN-10063","UMW_notMI_UP_(20,50]",266.1370444,0
"423","NLA06608-1175",2007,"PROB","CORE","NLA_MN-10065","UMW_notMI_UP_>50",82.85349649,0
"424","NLA06608-1198",2007,"PROB","CORE","NLA_MN-10066","UMW_notMI_UP_(20,50]",266.1370444,0
"425","NLA06608-1239",2007,"PROB","CORE","NLA_MN-10067","UMW_notMI_UP_>50",4.038622147,0
"426","NLA06608-1262",2007,"PROB","CORE","NLA_MN-10068","UMW_notMI_UP_>50",82.85349649,0
"427","NLA06608-1274",2007,"PROB","CORE","NLA_MN-10069","UMW_notMI_UP_>50",75.24475481,0
"428","NLA06608-1283",2007,"PROB","CORE","NLA_MN-10070","UMW_notMI_UP_(4,10]",493.2,0
"429","NLA06608-1303",2007,"PROB","CORE","NLA_MN-10071","UMW_notMI_UP_>50",4.038622147,0
"430","NLA06608-1326",2007,"PROB","CORE","NLA_MN-10072","UMW_notMI_UP_>50",75.24475481,0
"431","NLA06608-1342",2007,"PROB","CORE","NLA_MN-10073","UMW_notMI_UP_(20,50]",266.1370444,0
"432","NLA06608-1347",2007,"PROB","CORE","NLA_MN-10074","UMW_notMI_UP_(20,50]",266.1370444,0
"433","NLA06608-1383",2007,"PROB","CORE","NLA_MN-10075","UMW_notMI_UP_>50",82.85349649,0
"434","NLA06608-1390",2007,"PROB","CORE","NLA_MN-10076","UMW_notMI_UP_>50",4.038622147,0
"435","NLA06608-1447",2007,"PROB","CORE","NLA_MN-10077","UMW_notMI_UP_>50",75.24475481,0
"436","NLA06608-1454",2007,"PROB","CORE","NLA_MN-10078","UMW_notMI_UP_>50",138.8990482,0
"437","NLA06608-0359",2007,"PROB","CORE","NLA_MN-10082","TPL_>50",5.060407036,0
"438","NLA06608-0048",2007,"PROB","CORE","NLA_MO-10007","CPL_(4,10]",240.9418605,0
"439","NLA06608-0076",2007,"PROB","CORE","NLA_MO-10008","TPL_>50",14.14348641,0
"440","NLA06608-0224",2007,"PROB","CORE","NLA_MO-10010","SAP_>50",10.09594234,0
"441","NLA06608-0480",2007,"PROB","CORE","NLA_MO-10014","SAP_(10,20]",34.86794357,0
"442","NLA06608-0608",2007,"PROB","CORE","NLA_MO-10016","CPL_(20,50]",28.18642556,0
"443","NLA06608-0808",2007,"PROB","CORE","NLA_MO-10021","TPL_(10,20]",38.54728011,0
"444","NLA06608-1012",2007,"PROB","CORE","NLA_MO-10025","TPL_(10,20]",38.54728011,0
"445","NLA06608-1056",2007,"PROB","CORE","NLA_MO-10026","SAP_>50",11.11684297,0
"446","NLA06608-1120",2007,"PROB","CORE","NLA_MO-10028","SAP_>50",4.512108505,0
"447","NLA06608-1232",2007,"PROB","CORE","NLA_MO-10029","TPL_(10,20]",38.54728011,0
"448","NLA06608-1312",2007,"PROB","CORE","NLA_MO-10030","SAP_(20,50]",22.34230255,0
"449","NLA06608-1376",2007,"PROB","CORE","NLA_MO-10031","SAP_>50",10.09594234,0
"450","NLA06608-1504",2007,"PROB","CORE","NLA_MO-10032","SAP_>50",4.512108505,0
"451","NLA06608-1576",2007,"PROB","CORE","NLA_MO-10033","TPL_>50",14.14348641,0
"452","NLA06608-1640",2007,"PROB","CORE","NLA_MO-10034","SAP_>50",11.11684297,0
"453","NLA06608-1704",2007,"PROB","CORE","NLA_MO-10035","TPL_(20,50]",21.49461972,0
"454","NLA06608-1740",2007,"PROB","CORE","NLA_MO-10036","TPL_>50",14.14348641,0
"455","NLA06608-1936",2007,"PROB","CORE","NLA_MO-10039","TPL_>50",14.14348641,0
"456","NLA06608-2152",2007,"PROB","CORE","NLA_MO-10043","SAP_>50",4.512108505,0
"457","NLA06608-0327",2007,"PROB","CORE","NLA_MS-10003","CPL_(20,50]",43.75139791,0
"458","NLA06608-0432",2007,"PROB","CORE","NLA_MS-10004","CPL_>50",2.634200571,0
"459","NLA06608-0444",2007,"PROB","CORE","NLA_MS-10005","CPL_(4,10]",240.9418605,0
"460","NLA06608-0812",2007,"PROB","CORE","NLA_MS-10009","CPL_(20,50]",43.75139791,0
"461","NLA06608-0828",2007,"PROB","CORE","NLA_MS-10010","CPL_>50",18.08874721,0
"462","NLA06608-0986",2007,"PROB","CORE","NLA_MS-10011","CPL_>50",18.08874721,0
"463","NLA06608-1114",2007,"PROB","CORE","NLA_MS-10012","CPL_(20,50]",43.75139791,0
"464","NLA06608-2010",2007,"PROB","CORE","NLA_MS-10020","CPL_(20,50]",43.75139791,0
"465","NLA06608-2492",2007,"PROB","CORE","NLA_MS-10023","CPL_>50",2.634200571,0
"466","NLA06608-0001",2007,"PROB","CORE","NLA_MT-10001","WMT_>50",12.4367878,0
"467","NLA06608-0064",2007,"PROB","CORE","NLA_MT-10004","NPL_(20,50]",12.94471891,0
"468","NLA06608-0065",2007,"PROB","CORE","NLA_MT-10005","WMT_>50",12.4367878,0
"469","NLA06608-0128",2007,"PROB","CORE","NLA_MT-10007","NPL_(10,20]",19.40694901,0
"470","NLA06608-0129",2007,"PROB","CORE","NLA_MT-10008","WMT_>50",13.69439447,0
"471","NLA06608-0225",2007,"PROB","CORE","NLA_MT-10011","NPL_>50",5.644403648,0
"472","NLA06608-0240",2007,"PROB","CORE","NLA_MT-10013","NPL_>50",4.322733222,0
"473","NLA06608-0257",2007,"PROB","CORE","NLA_MT-10014","WMT_>50",2.774979131,0
"474","NLA06608-0378",2007,"PROB","CORE","NLA_MT-10016","NPL_>50",5.644403648,0
"475","NLA06608-0385",2007,"PROB","CORE","NLA_MT-10017","NPL_(20,50]",12.94471891,0
"476","NLA06608-0496",2007,"PROB","CORE","NLA_MT-10022","NPL_(10,20]",19.40694901,0
"477","NLA06608-0570",2007,"PROB","CORE","NLA_MT-10023","NPL_>50",5.644403648,0
"478","NLA06608-0833",2007,"PROB","CORE","NLA_MT-10035","WMT_>50",13.69439447,0
"479","NLA06608-0929",2007,"PROB","CORE","NLA_MT-10037","WMT_>50",2.774979131,0
"480","NLA06608-0944",2007,"PROB","CORE","NLA_MT-10038","NPL_>50",5.126057276,0
"481","NLA06608-1002",2007,"PROB","CORE","NLA_MT-10041","NPL_(4,10]",269.3946631,0
"482","NLA06608-1008",2007,"PROB","CORE","NLA_MT-10042","NPL_>50",5.644403648,0
"483","NLA06608-1089",2007,"PROB","CORE","NLA_MT-10045","WMT_>50",2.774979131,0
"484","NLA06608-1153",2007,"PROB","CORE","NLA_MT-10048","WMT_>50",2.774979131,0
"485","NLA06608-1338",2007,"PROB","CORE","NLA_MT-10053","NPL_>50",5.644403648,0
"486","NLA06608-1344",2007,"PROB","CORE","NLA_MT-10054","NPL_(4,10]",269.3946631,0
"487","NLA06608-1354",2007,"PROB","CORE","NLA_MT-10055","NPL_>50",1.672876476,0
"488","NLA06608-1377",2007,"PROB","CORE","NLA_MT-10056","WMT_(4,10]",199.875,0
"489","NLA06608-1462",2007,"PROB","CORE","NLA_MT-10060","NPL_(10,20]",19.40694901,0
"490","NLA06608-1510",2007,"PROB","CORE","NLA_MT-10063","NPL_(4,10]",269.3946631,0
"491","NLA06608-1578",2007,"PROB","CORE","NLA_MT-10066","NPL_(4,10]",269.3946631,0
"492","NLA06608-1600",2007,"PROB","CORE","NLA_MT-10067","NPL_(20,50]",12.94471891,0
"493","NLA06608-1610",2007,"PROB","CORE","NLA_MT-10069","WMT_>50",12.4367878,0
"494","NLA06608-1633",2007,"PROB","CORE","NLA_MT-10070","WMT_>50",2.774979131,0
"495","NLA06608-1856",2007,"PROB","CORE","NLA_MT-10078","NPL_>50",5.126057276,0
"496","NLA06608-1857",2007,"PROB","CORE","NLA_MT-10079","WMT_>50",13.69439447,0
"497","NLA06608-1953",2007,"PROB","CORE","NLA_MT-10080","WMT_>50",13.69439447,0
"498","NLA06608-1968",2007,"PROB","CORE","NLA_MT-10081","NPL_>50",5.126057276,0
"499","NLA06608-2049",2007,"PROB","CORE","NLA_MT-10085","WMT_>50",12.4367878,0
"500","NLA06608-2170",2007,"PROB","CORE","NLA_MT-10089","NPL_>50",5.126057276,0
"501","NLA06608-2177",2007,"PROB","CORE","NLA_MT-10090","WMT_(20,50]",40.20525263,0
"502","NLA06608-2426",2007,"PROB","CORE","NLA_MT-10098","NPL_>50",5.126057276,0
"503","NLA06608-2800",2007,"PROB","CORE","NLA_MT-10110","NPL_>50",5.644403648,0
"504","NLA06608-2874",2007,"PROB","CORE","NLA_MT-10112","NPL_>50",5.644403648,0
"505","NLA06608-2881",2007,"PROB","CORE","NLA_MT-10114","WMT_>50",2.774979131,0
"506","NLA06608-0025",2007,"PROB","CORE","NLA_NC-10001","SAP_(10,20]",30.34393823,0
"507","NLA06608-0057",2007,"PROB","CORE","NLA_NC-10002","SAP_>50",8.786025772,0
"508","NLA06608-0089",2007,"PROB","CORE","NLA_NC-10003","SAP_>50",4.512108505,0
"509","NLA06608-0191",2007,"PROB","CORE","NLA_NC-10005","SAP_>50",9.674467771,0
