SITE_ID,Precip_PT,E,RH_PT,TMEAN_PT,P_WY
NLA12_SD-158,39.04,57.77955102,2.324397116,8.953846016,464.1641756
NLA12_SD-162,48.61,57.49581348,2.295740751,8.948845937,595.4493185
NLA12_SD-165,35.19,61.10713314,2.483132765,9.636538376,456.3210857
NLA12_SD-166,40.77,55.29993156,2.324939519,7.876923158,430.7796265
NLA12_SD-168,27.33,59.18247592,2.421046811,9.460384516,341.8458078
NLA12_SD-170,42.77,58.51177786,2.402692801,8.933846327,467.0176061
NLA12_SD-172,24.92,59.07052411,2.330194902,9.425384503,314.8717963
NLA12_SD-182,40.93,55.15902029,2.322188547,7.802307533,431.266588
NLA12_SD-183,31.93,63.88906115,2.542912609,10.64230781,401.8451218
NLA12_SD-189,31.96,60.20125383,2.453589169,9.610384667,403.5825839
NLA12_SD-198,44.97,57.81534909,2.319995261,8.929615369,531.9505882
NLA12_SD-212,28.09,61.33272646,2.521055663,9.862307769,359.2121894
NLA12_TN-101,115.93,71.41584803,3.20138222,15.58038455,1419.809324
NLA12_TN-103,113.47,70.87495612,3.126761629,15.34384625,1364.991382
NLA12_TN-104,103.17,62.34543176,2.895075866,13.51423091,1247.243684
NLA12_TN-106,98.01,75.05054486,3.375875651,16.31653848,1158.525655
NLA12_TN-108,106.62,71.1796074,3.147328678,15.3673077,1266.94336
NLA12_TN-113,103.47,82.10388504,3.58032207,17.58807674,1219.268497
NLA12_TN-114,97.96,75.27035385,3.337128276,16.29000018,1152.385805
NLA12_TN-119,101.33,71.59614479,3.126963556,15.36423093,1256.131503
NLA12_TN-122,94.24,75.24489518,3.391048327,16.32846128,1099.115776
NLA12_TN-R01,126.30,71.36458129,3.236362009,15.87807652,1475.12983
NLA12_TX-101,98.72,88.89514561,4.019565864,19.24461512,1254.684142
NLA12_TX-103,26.62,79.50913576,3.266570483,16.18653869,337.440897
NLA12_TX-104,94.98,93.0155001,4.288320891,20.85653848,1199.22386
NLA12_TX-105,102.93,89.08023092,4.07771232,19.69423081,1284.997818
NLA12_TX-107,71.24,86.78698829,3.776903581,18.82846143,894.6310922
NLA12_TX-109,94.50,88.9691855,4.058367313,19.59769264,1210.846498
NLA12_TX-110,73.66,94.63350565,4.191425753,20.00923069,928.2989407
NLA12_TX-111,50.75,87.76951382,3.678891811,18.71653854,647.1189779
NLA12_TX-112,72.54,95.73602396,4.295238791,20.92923106,963.5618091
NLA12_TX-113,90.31,90.27827165,4.010689507,19.58807681,1101.54729
NLA12_TX-114,81.75,93.29027931,4.160977271,19.95307688,1024.942746
NLA12_TX-116,76.77,94.24684566,4.054120331,19.90384615,994.3314904
NLA12_TX-117,81.48,87.97935627,3.990086987,19.09461528,994.6530945
NLA12_TX-118,104.00,96.16351999,4.684237067,22.0923079,1330.179029
NLA12_TX-121,80.50,90.35099712,4.179871855,19.95692319,1010.189442
NLA12_TX-124,62.61,89.74646328,3.873944541,18.97346148,799.0663932
NLA12_TX-128,84.09,89.02094669,3.962229624,19.14461554,1061.647856
NLA12_TX-129,112.95,96.69556573,4.571385711,21.85461536,1464.500454
NLA12_TX-135,31.76,108.9945078,5.265665012,24.47653873,415.2740256
NLA12_TX-136,50.08,86.49778534,3.616785862,18.47807646,628.7140903
NLA12_TX-137,113.11,88.07293662,4.041063493,19.65884612,1448.530559
NLA12_TX-141,126.53,88.34253736,4.02316006,19.69538476,1613.895638
NLA12_TX-144,69.09,87.54058871,3.953079599,19.22307671,879.5171566
NLA12_TX-148,78.76,89.61047916,3.843120941,18.86884649,995.5164331
NLA12_TX-152,41.75,87.79760525,3.672905791,18.65769206,532.7350729
NLA12_TX-157,85.00,87.93503737,3.941014227,19.31923074,1049.787809
NLA12_TX-158,40.65,108.594312,5.309083554,24.58461571,505.9037094
NLA12_TX-159,80.76,93.20166384,4.34129847,21.01269267,1012.817113
NLA12_TX-160,75.34,97.88062872,4.331713175,20.66769233,976.6498697
NLA12_TX-161,125.56,96.00989022,4.635736617,21.9373078,1567.923585
NLA12_TX-165,91.71,87.40993212,3.963740628,18.76846167,1147.655115
NLA12_TX-169,105.67,87.25215186,4.002145375,19.43192313,1358.433293
NLA12_TX-170,96.10,89.47543123,4.102190917,20.19538476,1200.026918
NLA12_TX-176,96.57,89.52315248,4.102838553,19.44038461,1213.760544
NLA12_TX-182,65.78,86.75440837,3.944451262,19.14307715,851.5151522
NLA12_TX-187,106.52,89.44424514,4.076878349,19.48730777,1319.506383
NLA12_TX-190,80.50,89.8601765,4.111339454,19.57423052,1032.464303
NLA12_TX-195,85.80,86.14453911,3.888608115,18.68423066,1054.681958
NLA12_TX-196,80.58,91.72151115,4.16513127,20.06576934,1048.578481
NLA12_TX-199,99.58,89.66885828,4.119531827,19.71153846,1260.682848
NLA12_TX-201,101.26,91.03536353,4.260946653,20.66192319,1238.615592
NLA12_TX-202,84.92,90.52283781,4.138203346,19.71999968,1086.681868
NLA12_TX-205,111.50,94.41951804,4.593901352,21.84000008,1442.291702
NLA12_TX-218,84.93,87.85288237,4.003758444,18.68423036,1038.638391
NLA12_TX-232,107.49,86.69142698,3.93970363,18.92653876,1335.135856
NLA12_TX-234,71.23,86.24646967,3.876551853,18.85730762,914.7972909
NLA12_TX-235,126.31,88.26542534,3.996050922,19.60115359,1600.369351
NLA12_TX-R02,142.02,88.85017048,4.168403807,20.14538486,1807.642525
NLA12_TX-R08,95.77,85.28410918,3.907238827,18.43076944,1185.138356
NLA12_TX-R09,96.38,85.69574204,3.917735109,18.51923084,1187.044052
NLA12_UT-101,57.86,36.53295668,1.907587782,5.308461465,655.1884108
NLA12_UT-102,17.23,52.29207433,2.320766281,8.841153804,203.30265
NLA12_UT-103,50.68,47.69989533,2.171447675,7.803076836,582.6752053
NLA12_UT-104,26.29,60.80994616,2.63157421,11.07653864,289.4372245
NLA12_UT-105,22.87,51.03135095,2.258693116,8.598076912,263.0670014
NLA12_UT-108,19.38,43.50567727,2.05099405,6.935769392,229.9320138
NLA12_UT-109,18.16,48.01072975,2.123932318,7.506153987,231.2675474
NLA12_UT-110,12.46,57.05820497,2.408099076,9.92115371,148.916535
NLA12_UT-112,64.45,39.43968022,1.885731374,5.432307601,742.6358842
NLA12_UT-118,53.56,29.32441144,1.508862186,0.910384701,657.9135833
NLA12_UT-122,50.95,30.25699469,1.550359673,1.300384586,608.7102968
NLA12_UT-125,54.64,35.64026265,1.723462155,4.429615369,634.522154
NLA12_UT-126,90.88,37.79802603,1.873227241,4.316923123,990.9290878
NLA12_UT-128,27.41,68.23598137,2.840236705,12.6957692,301.2162144
NLA12_UT-137,48.61,40.23248653,2.045332316,6.634999972,599.3446906
NLA12_UT-141,14.15,55.13825649,2.456701324,10.07538464,159.9206718
NLA12_UT-147,70.52,35.22574193,1.732446932,3.517307703,785.584731
NLA12_UT-148,24.82,55.05960176,2.495916474,9.445769045,281.9574567
NLA12_UT-159,61.84,32.01973828,1.607342375,2.154615458,759.6726449
NLA12_UT-160,21.05,49.64475916,2.245419887,8.160384454,256.29234
NLA12_UT-165,52.11,33.2309416,1.655430294,3.290000072,606.6727954
NLA12_UT-167,12.94,56.83289682,2.430208148,10.15153839,153.9279302
NLA12_UT-169,24.43,50.50949226,2.315011419,8.797307693,295.967885
NLA12_UT-173,22.64,75.65020597,3.403843658,15.71423081,286.2793553
NLA12_UT-186,46.43,40.16171145,1.958788915,6.092692321,581.7254307
NLA12_UT-196,44.28,36.81015174,1.802882988,4.430769278,547.3025737
NLA12_UT-203,67.94,37.60172239,1.84058916,4.63653856,826.2221874
NLA12_UT-210,31.55,46.63187843,2.19080328,8.096153809,436.6482726
NLA12_UT-218,32.62,49.32707296,2.249020762,8.466153823,365.4777054
NLA12_UT-222,32.28,47.82262053,2.221516872,8.474230839,401.1991783
NLA12_UT-229,30.84,37.91103653,1.787898554,4.587692243,366.6624327
NLA12_UT-260,58.20,34.26852059,1.658120564,3.822692302,682.9109218
NLA12_UT-264,40.54,34.62195219,1.670754718,3.819615273,501.810061
NLA12_UT-290,13.40,55.92313705,2.379778484,9.670384701,152.3603136
NLA12_UT-294,38.21,51.77760563,2.329985919,9.121538254,447.1244011
NLA12_UT-324,57.78,34.03946915,1.691407034,3.003461637,750.4424318
NLA12_UT-325,31.00,50.55031053,2.27718512,8.588846207,368.6583591
NLA12_UT-343,38.53,34.31213989,1.65924437,3.144999962,460.081167
NLA12_UT-359,10.45,55.93668267,2.426175329,9.375384422,130.1051181
NLA12_UT-374,16.10,50.89510855,2.258842403,8.822307605,212.5982968
NLA12_UT-392,21.42,60.56983084,2.659874456,11.38923088,260.2281957
NLA12_UT-397,35.45,42.91070115,2.098331206,7.032692268,414.6962921
NLA12_UT-400,28.81,47.83052537,2.175207484,8.02384626,346.9258834
NLA12_UT-409,26.60,69.84821965,2.927814987,13.11346159,300.8052118
NLA12_UT-412,29.41,38.83382207,1.823902316,4.876923065,370.8881831
NLA12_UT-424,53.14,32.72983866,1.58453077,2.456923155,611.0886886
NLA12_VA-101,79.50,72.04583866,3.20880168,15.55038471,938.862972
NLA12_VA-102,83.34,72.6619473,3.285760183,15.7884615,993.1116145
NLA12_VA-103,87.25,67.8709969,3.091489988,14.20346148,921.3874799
NLA12_VA-104,96.20,61.53753163,2.863399344,13.16884613,1219.110929
NLA12_VA-105,80.86,71.30928681,3.213662297,15.1738463,920.5204636
NLA12_VA-106,99.92,74.8852431,3.536785521,16.47076937,1144.425546
NLA12_VA-108,86.06,70.53972712,3.170613966,15.18615404,1038.516934
NLA12_VA-109,90.71,67.50106703,3.060069581,14.58653872,1159.741136
NLA12_VA-110,83.74,72.54511457,3.215934629,15.15846159,904.4066251
NLA12_VA-111,96.23,74.90969714,3.401957965,16.34961521,1153.049097
NLA12_VA-112,101.69,74.58166604,3.487476389,16.5919232,1111.855819
NLA12_VA-114,93.98,68.3318052,3.062199728,14.57884624,1152.998934
NLA12_VA-116,95.29,66.32922429,3.059117621,14.34653847,1149.266488
NLA12_VA-118,92.40,70.35506541,3.159739475,14.683846,1024.650771
NLA12_VA-119,100.06,74.25387714,3.567117106,16.3926922,1105.474486
NLA12_VA-121,82.03,76.07257376,3.423443394,16.52692311,912.1864939
NLA12_VA-123,105.70,77.07450739,3.667099073,17.24538444,1086.170873
NLA12_VA-125,122.50,59.70943668,2.88027677,13.05038452,1567.361248
NLA12_VA-126,80.90,59.23658367,2.762208626,12.29538476,1030.486756
NLA12_VA-127,90.63,75.14215437,3.369471757,16.24653835,1054.293411
NLA12_VA-130,97.15,67.80524481,3.075011794,14.39615384,1151.758211
NLA12_VA-R01,81.57,59.01545797,2.823906007,12.60230785,1010.49457
NLA12_VA-R05,97.41,74.41036639,3.488344584,16.29269233,1122.9276
NLA12_VA-R06,100.86,75.02513616,3.609239092,16.57115382,1096.45002
NLA12_VA-R14,85.44,66.81881777,3.104361248,14.41730789,1057.168575
NLA12_VA-R17,113.85,52.11139257,2.581757021,10.7426923,1408.040068
NLA12_VA-R18,93.79,74.17485385,3.508184089,16.23153841,1054.16195
NLA12_VT-101,81.83,47.18390269,2.321710402,7.120769355,961.8535463
NLA12_VT-102,95.01,46.68717884,2.317187357,6.855769249,1084.844428
NLA12_VT-103,71.77,56.8294126,2.671936599,10.00038468,825.8521502
NLA12_VT-104,87.74,47.87272217,2.380585208,7.76346137,981.5716614
NLA12_VT-106,87.72,46.25872159,2.318280112,6.659999958,1096.860166
NLA12_VT-109,110.51,48.72897143,2.471985249,8.368846197,1287.495524
NLA12_VT-110,99.92,48.27661802,2.379356155,7.444999878,1175.207512
NLA12_VT-112,89.57,51.94832937,2.48979343,8.715384566,1052.057217
NLA12_VT-114,107.13,43.73113294,2.209164516,5.63307687,1275.657084
NLA12_VT-115,92.68,45.10406906,2.255202306,6.284230653,1073.40292
NLA12_VT-119,85.23,51.46299761,2.48390708,8.97884633,960.8187878
NLA12_VT-120,108.87,45.94655355,2.321244567,7.617307801,1232.66391
NLA12_VT-121,107.69,48.48000351,2.431300319,8.213461389,1236.809767
NLA12_VT-123,88.82,48.17584068,2.370150011,7.411153776,1010.98808
NLA12_VT-124,83.76,53.70360636,2.548989651,9.311538458,947.0919392
NLA12_VT-125,130.82,43.90403635,2.258774161,6.788461502,1496.339256
NLA12_VT-126,88.50,47.85491579,2.360590788,7.308461519,973.5964037
NLA12_VT-129,99.92,48.27661802,2.379356155,7.444999878,1202.767777
NLA12_VT-130,86.78,48.85619094,2.416697918,7.895769119,1020.327904
NLA12_VT-131,84.60,54.92864772,2.594367803,9.916153927,975.0213453
NLA12_VT-132,100.12,46.027765,2.322016063,7.520769156,1120.193929
NLA12_VT-134,88.37,46.45932545,2.324527127,6.752307911,1024.307141
NLA12_VT-135,80.07,53.5455842,2.544345126,9.446538412,915.2504781
NLA12_VT-138,88.94,47.904318,2.351334672,7.188076936,1059.836493
NLA12_VT-139,85.38,46.81149567,2.378593016,7.305000067,964.8945967
NLA12_VT-141,126.99,44.32926704,2.303996192,7.067307729,1471.940311
NLA12_VT-143,83.06,47.28996699,2.364065538,7.214615291,970.4422928
NLA12_VT-144,80.57,52.21431629,2.511893934,9.066153866,942.2853455
NLA12_VT-149,95.56,45.94412974,2.303488477,6.533076891,1140.717232
NLA12_VT-150,82.38,45.87052457,2.304280057,6.595384488,949.3424265
NLA12_VT-151,77.43,54.48874549,2.574707667,9.673461601,881.4909379
NLA12_VT-152,82.27,48.08033857,2.403497945,7.710000076,968.9874723
NLA12_VT-153,113.02,46.91648344,2.39809112,7.734230775,1309.959277
NLA12_VT-155,86.01,47.06574261,2.362654815,7.421153674,988.2177857
NLA12_VT-157,124.58,44.80270743,2.284997802,7.024999985,1384.115371
NLA12_VT-158,105.89,42.3522908,2.161953583,5.200384507,1245.876327
NLA12_VT-159,87.90,46.22229163,2.300081162,6.711153764,1005.019752
NLA12_VT-161,99.80,50.41921243,2.480539634,8.015000197,1182.568852
NLA12_VT-162,86.13,50.60548079,2.427508554,8.232307746,987.0479333
NLA12_VT-163,83.91,53.74382939,2.550752103,9.604999983,964.5124341
NLA12_VT-164,96.80,48.25632307,2.39679384,8.383846155,1110.76199
NLA12_VT-165,95.07,45.67007013,2.307429239,6.474230656,1125.377548
NLA12_VT-166,87.81,48.39420952,2.367508477,7.514230802,1002.202454
NLA12_VT-168,82.85,49.79382583,2.433306999,8.186538366,963.3433343
NLA12_VT-169,101.21,44.28164264,2.237073604,6.229615395,1182.048507
NLA12_VT-171,98.30,50.77372879,2.508587802,8.828076858,1107.709551
NLA12_VT-174,87.91,48.74969019,2.426032846,8.374615513,988.3397971
NLA12_VT-175,87.77,47.33759369,2.341362504,7.048461345,1027.501399
NLA12_VT-177,82.87,50.27936981,2.42245983,7.89461532,988.6278937
NLA12_VT-178,79.87,56.00658067,2.616200057,9.894999798,914.0600605
NLA12_VT-R01,102.10,44.66888607,2.258470966,6.153076906,1167.244913
NLA12_VT-R02,93.19,49.62610879,2.449932147,8.755769235,1081.02091
NLA12_WA-101,166.64,45.30405229,2.565788029,9.631153767,1863.365916
NLA12_WA-102,139.45,40.87874688,2.292204211,6.289230823,1841.458297
NLA12_WA-103,92.67,48.92666198,2.608415248,9.887307516,1036.206181
NLA12_WA-104,15.44,58.60120495,2.624803587,10.40884637,172.7124096
NLA12_WA-106,132.10,48.81588525,2.642310401,9.798076776,1564.408557
NLA12_WA-107,129.34,52.58883671,2.821751098,11.1203846,1420.358586
NLA12_WA-108,60.36,47.17782604,2.317288478,7.214615346,734.9557618
NLA12_WA-109,122.47,48.51286051,2.550432525,9.499615247,1402.955314
NLA12_WA-110,118.46,47.2523319,2.541693965,9.356538351,1280.864269
NLA12_WA-111,26.09,56.21977143,2.623819515,9.451538682,297.774874
NLA12_WA-112,59.87,46.1606518,2.32741186,6.836153947,714.6413138
NLA12_WA-114,129.95,48.15160413,2.573875947,9.698076817,1452.314287
NLA12_WA-115,68.21,48.24056459,2.409901756,7.20769233,774.2937412
NLA12_WA-116,15.61,59.06511918,2.689743907,10.68576912,170.5265525
NLA12_WA-118,109.85,48.43559418,2.61059838,9.730384716,1320.589424
NLA12_WA-120,53.32,49.31679828,2.428192269,7.706538512,607.4309999
NLA12_WA-121,87.93,50.32924628,2.663914971,10.45038462,992.5480227
NLA12_WA-124,34.76,52.90503987,2.581077281,8.559230786,391.2178602
NLA12_WA-125,200.21,46.72458048,2.594138348,9.827692435,2244.392058
NLA12_WA-126,111.61,41.78072836,2.175527924,5.50423093,1229.615349
NLA12_WA-129,209.79,42.13827822,2.360926957,7.302692266,2412.659961
NLA12_WA-131,34.18,50.02155595,2.410733638,7.52076913,404.0396477
NLA12_WA-133,57.71,47.2255093,2.512734923,9.800000043,601.322117
NLA12_WA-138,98.77,51.50180455,2.727022,10.65076918,1117.213453
NLA12_WA-141,112.04,49.13217524,2.618862217,10.00384611,1245.424748
NLA12_WA-146,156.15,37.86106528,2.203077369,5.467692256,1753.879069
NLA12_WA-147,29.12,53.61803493,2.570047956,8.728077136,333.786565
NLA12_WA-151,238.21,46.02559206,2.526494013,8.114615505,2812.795132
NLA12_WA-154,73.95,49.91966388,2.687331857,10.21500006,824.2584452
NLA12_WA-157,226.07,48.0006473,2.611615048,9.264230838,2544.837483
NLA12_WA-159,19.69,55.1761931,2.563138148,9.757307777,224.797817
NLA12_WA-R08,14.85,58.55925397,2.658738854,10.35384614,163.412931
NLA12_WA-R09,18.23,58.26519152,2.681269605,10.10653852,209.8192526
NLA12_WA-R10,15.61,59.06511918,2.689743907,10.68576912,172.0464072
NLA12_WA-R11,197.91,39.53826642,2.229011294,5.851923181,2505.499673
NLA12_WI-101,60.44,60.66865748,2.499876596,10.48499993,663.527975
NLA12_WI-102,62.20,59.53105131,2.46942762,10.26230767,699.8063058
NLA12_WI-103,55.54,55.58843506,2.307749528,8.655769275,695.0770629
NLA12_WI-104,64.53,47.7221324,2.086645897,6.376923066,732.9108027
NLA12_WI-106,62.46,50.85798067,2.174724649,7.315000297,756.044874
NLA12_WI-107,63.84,59.71859634,2.417645894,10.1680771,709.6317579
NLA12_WI-108,56.19,54.57977625,2.236286072,8.299999989,698.8096503
NLA12_WI-109,55.82,49.46698781,2.147452209,6.88346143,647.2599927
NLA12_WI-110,60.89,56.99815754,2.332514795,9.242307791,684.2737877
NLA12_WI-111,57.42,54.15815896,2.292426769,8.609230702,652.0871561
NLA12_WI-112,51.72,50.59266659,2.166053313,7.390384729,595.599185
NLA12_WI-113,70.34,58.62043425,2.376490099,9.73499997,773.8369751
NLA12_WI-115,60.53,48.80562966,2.121509799,6.757307676,698.7035904
NLA12_WI-117,64.16,57.89682176,2.347693811,9.377307672,671.8711688
NLA12_WI-120,66.89,60.1209811,2.577999604,10.8311539,742.2564223
NLA12_WI-122,56.81,61.5655136,2.472159422,10.73384622,654.7514051
NLA12_WI-127,52.36,58.60566411,2.375086375,9.589230665,630.1383775
NLA12_WI-128,60.75,56.24768675,2.349835356,9.154615237,664.2089006
NLA12_WI-129,58.95,55.19590981,2.415886657,9.435000016,644.710488
NLA12_WI-131,63.68,47.93486925,2.085054084,6.400384673,718.8656764
NLA12_WI-132,56.67,52.52736332,2.338796687,8.606153746,619.4439055
NLA12_WI-133,80.20,54.9207506,2.420430586,9.2123076,898.5583886
NLA12_WI-134,60.31,60.12106664,2.483430572,10.38807675,666.0411745
NLA12_WI-135,65.83,50.21444775,2.118139692,7.010769147,767.878251
NLA12_WI-136,59.92,59.52535116,2.468274124,10.25384606,681.6428819
NLA12_WI-138,54.85,50.80705847,2.187549126,7.349615336,636.3771477
NLA12_WI-140,62.16,60.34358337,2.483729348,10.43230768,686.9593925
NLA12_WI-142,71.42,48.78629636,2.101381716,6.561923192,849.867675
NLA12_WI-144,57.73,50.77412135,2.199579867,7.48423084,651.4475222
NLA12_WI-147,60.08,51.58145267,2.141488276,7.383846311,726.9717274
NLA12_WI-151,67.91,49.96424093,2.135013178,6.97000001,812.9993825
NLA12_WI-152,57.42,59.75026981,2.509848253,10.66230775,651.8218308
NLA12_WI-153,59.13,60.76312373,2.438706385,10.17692316,724.6590052
NLA12_WI-154,69.02,48.1784738,2.132321267,6.616923103,778.3519912
NLA12_WI-155,52.77,54.95283786,2.26613097,8.417692276,644.4936029
NLA12_WI-157,59.79,57.69162126,2.410391312,9.624615413,687.5873598
NLA12_WI-161,61.18,57.516967,2.347837076,9.391923171,683.9926497
NLA12_WI-163,67.38,50.91411656,2.160341862,7.105384799,842.2859624
NLA12_WI-166,51.97,59.5215415,2.40972172,10.15038467,599.3434503
NLA12_WI-168,59.05,59.46350154,2.52338695,10.68653862,674.6137682
NLA12_WI-170,61.91,47.9384442,2.096509142,6.438077139,723.8037967
NLA12_WI-171,60.54,55.5719378,2.263627409,8.543076771,746.6925413
NLA12_WI-172,62.56,59.27610209,2.40945679,10.06999997,694.4356622
NLA12_WI-173,63.46,57.8832153,2.372891223,9.573461715,722.1896454
NLA12_WI-174,61.91,48.18132069,2.095304052,6.426923111,708.5177983
NLA12_WI-176,59.15,51.69294695,2.204188985,7.878846223,656.9320423
NLA12_WI-179,58.75,48.49027229,2.11592515,6.592307688,676.0774279
NLA12_WI-181,71.32,54.69649001,2.473527459,9.414615585,803.9672333
NLA12_WI-183,63.75,48.65912449,2.111028746,6.50576929,770.0810161
NLA12_WI-188,63.67,60.44992863,2.500889037,10.58192309,706.3809434
NLA12_WI-R06,64.86,47.68469137,2.084141724,6.377692196,750.3286114
NLA12_WI-R08,62.98,51.97761183,2.222550947,7.899615564,724.2399195
NLA12_WI-R11,58.67,48.53261597,2.127864833,6.808846199,647.5651173
NLA12_WI-R12,58.75,48.62342776,2.10686045,6.616153799,699.9308495
NLA12_WI-R13,59.60,48.85343111,2.119537352,6.770769193,697.6589008
NLA12_WV-101,110.66,52.19787856,2.544346513,10.10884621,1310.480278
NLA12_WV-102,103.63,61.8527266,2.847611142,12.82153865,1222.036715
NLA12_WV-105,114.50,62.35252414,2.863246527,13.13653854,1358.998661
NLA12_WV-106,104.45,61.28542138,2.842709696,12.67307696,1226.968719
NLA12_WV-111,115.74,59.84977099,2.744892472,12.06346149,1375.351698
NLA12_WV-112,89.45,64.84692418,2.902023514,13.32499976,1056.913367
NLA12_WV-113,79.56,55.28088523,2.635484292,11.32692319,998.6874738
NLA12_WV-115,73.74,56.76362251,2.686200997,11.52846158,902.0249124
NLA12_WV-R01,115.66,57.01767035,2.694307045,11.78807672,1381.664138
NLA12_WY-101,17.20,54.31519499,2.260642613,8.986153694,212.4367322
NLA12_WY-102,32.40,54.77300012,2.245053056,9.099615353,385.647408
NLA12_WY-103,23.16,36.92284443,1.780776681,2.937307743,264.1036527
NLA12_WY-104,23.32,55.12538644,2.282697438,8.9203847,287.9985039
NLA12_WY-105,9.14,42.00182734,1.906161837,4.31615371,103.5673239
NLA12_WY-107,22.64,54.26908821,2.261325885,9.45269238,275.6934115
NLA12_WY-115,22.39,41.68761117,1.960976781,5.72499996,272.7959744
NLA12_WY-116,47.36,34.43578262,1.620618223,2.467307613,548.1945937
NLA12_WY-117,49.06,32.97853581,1.598280387,2.087692269,642.9832686
NLA12_WY-120,37.82,34.2078487,1.683579169,2.222307774,507.4098094
NLA12_WY-124,64.21,37.96207286,1.915308923,3.239615312,777.5168442
NLA12_WY-125,82.33,29.53279659,1.462755929,0.260000064,876.008309
NLA12_WY-130,13.46,52.54725558,2.223414632,8.240769294,156.9037367
NLA12_WY-131,21.85,39.7668783,1.878632943,4.484230702,235.6275711
NLA12_WY-133,61.05,29.48173241,1.469397024,0.327307702,652.0098209
NLA12_WY-135,28.60,46.47530529,2.007689972,7.202692381,327.449841
NLA12_WY-137,17.20,54.31519499,2.260642613,8.986153694,212.4367322
NLA12_WY-147,5.85,43.81763391,1.974704091,5.153461475,58.89681761
NLA12_WY-151,55.32,35.30163904,1.703963022,3.179999956,649.0145258
NLA12_WY-R01,44.52,39.18676868,1.902206482,3.652692208,987.1420368
NLA12_WY-R02,24.85,36.25635766,1.758788776,2.855769157,296.6977574
NLA12_WY-R04,46.26,32.97809656,1.701777206,1.168846149,562.9566208
NLA12_WY-R08,74.41,31.68154484,1.611379419,1.402692217,852.0263931
