SITE_ID,VISIT_NO,MICL_RESULT_ugL,MICL_BATCH_ID,MICL_QA_FLAG
NLA12_WY-R08,1,0,M23,N
NLA12_AR-106,1,0.11198,M23,J03
NLA12_GA-103,1,0.08472,M23,J02
NLA12_NC-114,1,0.15971,M23,NA
NLA12_NE-135,1,0.11256,M23,J03
NLA12_SC-103,2,0,M23,N
NLA12_SD-170,1,0.6185,M23,NA
NLA12_ND-113,1,0.10231,M23,J03
NLA12_ME-104,1,0.19376,M24,NA
NLA12_CO-101,2,0.19436,M23,NA
NLA12_MT-136,1,0,M23,N
NLA12_MN-136,1,0,B2I0334,N
NLA12_MN-158,1,0.39,B2I0335,NA
NLA12_ME-105,1,0.09851,M24,J03
NLA12_AR-102,1,0.49357,M23,NA
NLA12_AR-111,1,0,M23,N
NLA12_CA-141,1,0.08594,M24,J02
NLA12_CA-208,1,0,M24,N
NLA12_ND-199,1,0.27901,M23,NA
NLA12_OH-104,1,0.79256,M23,NA
NLA12_AZ-R02,1,0.18261,M24,NA
NLA12_ME-122,1,0.07941,M24,J02
NLA12_MT-120,1,0,M23,N
NLA12_ND-105,1,8.34,M23,NA
NLA12_WA-101,2,0,M23,N
NLA12_NE-127,1,0.15217,M23,NA
NLA12_OR-160,1,0.07438,M23,J02
NLA12_OR-103,1,0,M23,N
NLA12_IN-104,1,0.63159,M26,NA
NLA12_IN-115,1,0.05719,M27,J02
NLA12_OH-118,2,0,M23,N
NLA12_NC-134,1,0.98715,M23,NA
NLA12_SD-154,1,8.30425,M24,NA
NLA12_GA-127,1,15.98425,M23,NA
NLA12_WA-125,1,0.03207,M23,J02
NLA12_AZ-R01,1,0,M24,N
NLA12_CO-109,1,0.08271,M25,J02
NLA12_ME-107,1,0,M24,N
NLA12_NE-160,1,0.08037,M23,J02
NLA12_WI-179,1,0,NONE,"N, L"
NLA12_WI-109,1,0.283,NONE,NA
NLA12_WI-115,1,0,NONE,"N, L"
NLA12_AZ-130,2,0.10002,M23,J03
NLA12_VT-112,2,2.19153,M23,NA
NLA12_MT-164,1,0.04722,M27,J02
NLA12_PA-111,1,0.41,2012MCN_NLA_03,NA
NLA12_PA-115,1,0,2012MCN_NLA_03,N
NLA12_TX-218,1,0.07735,M26,J02
NLA12_OH-115,1,0.78105,M23,NA
NLA12_AR-103,1,0.09539,M24,J03
NLA12_AZ-106,1,0.08448,M24,J02
NLA12_AZ-123,1,0.07554,M24,J02
NLA12_NE-154,1,0.39835,M24,NA
NLA12_NE-156,1,3.44001,M24,NA
NLA12_NE-101,2,0.0714,M24,J02
NLA12_WA-103,1,0.07547,M25,J02
NLA12_NE-166,1,0.07127,M24,J02
NLA12_NE-149,1,0.62323,M24,NA
NLA12_SD-157,1,0.91958,M25,NA
NLA12_NE-170,1,4.76948,M24,NA
NLA12_SD-162,1,4.14772,M24,NA
NLA12_MT-151,1,0.05376,M27,J02
NLA12_AZ-157,1,0.06404,M27,J02
NLA12_ME-126,2,0.08086,M25,J02
NLA12_OH-106,1,0.0889,M27,J02
NLA12_CO-R01,1,0.07874,M25,J02
NLA12_CA-102,1,0.10953,M26,J03
NLA12_CA-156,1,0.0775,M26,J02
NLA12_SD-103,1,0.70858,M24,NA
NLA12_SD-150,1,0.17466,M25,NA
NLA12_SD-141,1,2.37294,M25,NA
NLA12_GA-101,2,0.28153,M25,NA
NLA12_MT-135,1,0.40077,M27,NA
NLA12_NE-129,2,0.3601,M25,NA
NLA12_CO-R10,1,0,M25,N
NLA12_MN-123,2,0,B2I0336,N
NLA12_MN-171,1,0.18,B2I0335,NA
NLA12_MD-101,2,0.0822,M25,J02
NLA12_MO-122,1,0.91958,M25,NA
NLA12_MO-126,1,0.10308,M25,J03
NLA12_WA-146,1,0,M25,N
NLA12_IN-142,1,0.08089,M26,J02
NLA12_MN-144,1,0,B2I0335,N
NLA12_CO-107,1,0.0822,M25,J02
NLA12_CT-101,2,0.18052,M25,NA
NLA12_WV-101,2,0.17807,M25,NA
NLA12_TX-199,1,0.11316,M26,J03
NLA12_NE-157,1,0.08378,M25,J02
NLA12_MT-103,1,3.46075,M26,NA
NLA12_IL-114,1,0.10603,M27,J03
NLA12_IN-117,1,0,M26,N
NLA12_MN-101,2,0.3,B2I0336,NA
NLA12_SD-198,1,0.54298,M25,NA
NLA12_ME-115,1,0.08496,M25,J02
NLA12_GA-114,1,0.19985,M25,NA
NLA12_IN-191,1,0.10135,M26,J03
NLA12_WA-114,1,0.08374,M25,J02
NLA12_AZ-143,1,0.0548,M27,J02
NLA12_UT-374,1,0,M26,N
NLA12_PA-103,1,0.49,2012MCN_NLA_04,NA
NLA12_CO-105,1,0.10775,M27,J03
NLA12_NE-158,1,0,M25,N
NLA12_IL-103,1,3.95095,M27,NA
NLA12_MT-119,1,0.35035,M26,NA
NLA12_UT-122,1,0.07513,M27,J02
NLA12_TX-118,1,0.07217,M25,J02
NLA12_CA-181,1,0.26548,M27,NA
NLA12_CO-R07,1,0.07669,M25,J02
NLA12_IN-126,1,0.06715,M26,J02
NLA12_TX-202,1,2.70959,M27,NA
NLA12_OK-133,1,0.09715,M26,J03
NLA12_UT-324,1,0.06958,M27,J02
NLA12_ME-135,1,0.06952,M27,J02
NLA12_MT-161,1,0.09693,M26,J03
NLA12_OH-101,2,0.15864,M27,NA
NLA12_UT-325,1,0.06731,M27,J02
NLA12_WA-115,1,0,M26,N
NLA12_OK-286,1,2.0526,M26,NA
NLA12_WV-112,2,0.13086,M26,J03
NLA12_UT-229,1,0.09736,M26,J03
NLA12_MN-181,1,0,B2I0336,N
NLA12_MN-180,1,0.22,B2I0336,NA
NLA12_CA-212,1,0.05543,M27,J02
NLA12_OH-R03,1,0.20855,M26,NA
NLA12_MN-162,1,0,B2I0336,N
NLA12_MN-170,1,0,B2I0336,N
NLA12_ME-108,1,0.07593,M27,J02
NLA12_IN-162,1,0.20682,M26,NA
NLA12_IN-112,1,0.74466,M27,NA
NLA12_IN-131,1,0.09239,M26,J02
NLA12_CT-115,2,0.08948,M30,J02
NLA12_TX-137,1,0.12509,M27,J03
NLA12_CO-127,1,48.7836,M27,NA
NLA12_MO-120,1,0.08176,M27,J02
NLA12_PA-119,1,0,2012MCN_NLA_04,N
NLA12_OH-112,1,0.09331,M27,J02
NLA12_CA-138,1,0.04799,M27,J02
NLA12_WI-133,1,3.81,NONE,NA
NLA12_WI-132,1,0.641,NONE,NA
NLA12_WI-181,1,2.165,NONE,NA
NLA12_WI-135,1,0,NONE,"N, L"
NLA12_WI-111,1,2.546,NONE,NA
NLA12_MT-177,1,0.10586,M26,J03
NLA12_MA-101,1,0,M27,N
NLA12_MA-105,1,0.07796,M27,J02
NLA12_IN-183,1,0.56247,M27,NA
NLA12_WA-124,1,0.11478,M26,J03
NLA12_MA-111,1,0.06266,M27,J02
NLA12_WA-120,1,0,M26,N
NLA12_UT-110,2,0.08644,M26,J02
NLA12_UT-290,1,0.07456,M26,J02
NLA12_MA-108,1,0.05112,M27,J02
NLA12_WY-125,1,0,M26,N
NLA12_OK-102,1,0.48076,M27,NA
NLA12_OK-285,1,0.06686,M27,J02
NLA12_CA-107,1,0.08485,M27,J02
NLA12_DE-121,1,0.0683,M27,J02
NLA12_WV-105,1,0.07485,M27,J02
NLA12_MT-102,2,0.06793,M27,J02
NLA12_ME-101,2,0.08149,M27,J02
NLA12_MT-105,1,0.06567,M27,J02
NLA12_CO-111,1,0.11054,M27,J03
NLA12_OR-126,1,0.08626,M27,J02
NLA12_OR-173,1,0.08818,M27,J02
NLA12_TX-159,1,0.21649,M28,NA
NLA12_OK-311,1,0.10226,M27,J03
NLA12_OK-101,2,0.08908,M27,J02
NLA12_CA-104,1,0.04243,M27,J02
NLA12_MT-111,1,0.06473,M27,J02
NLA12_OH-122,1,0.07822,M27,J02
NLA12_ME-137,1,0.07585,M27,J02
NLA12_IN-196,1,0.0778,M28,J02
NLA12_MA-102,1,0.06614,M27,J02
NLA12_WA-116,1,0.07386,M27,J02
NLA12_WA-104,1,0,M27,N
NLA12_MA-104,1,0.14031,M30,J03
NLA12_IL-111,1,0.12391,M27,J03
NLA12_CT-105,1,0.5243,M27,NA
NLA12_TN-106,1,0.09239,M27,J02
NLA12_OK-299,2,0.15746,M27,NA
NLA12_UT-264,1,0.07987,M27,J02
NLA12_CO-103,1,0.09342,M27,J02
NLA12_PA-101,2,0,2012MCN_NLA_04,N
NLA12_UT-343,1,0.07048,M27,J02
NLA12_UT-359,1,0.50195,M27,NA
NLA12_OR-103,2,0,M28,N
NLA12_TX-R08,1,0.09127,M27,J02
NLA12_IN-193,1,0.21331,M28,NA
NLA12_OR-121,2,0,M28,N
NLA12_MT-164,2,0.04609,M27,J02
NLA12_NJ-105,1,0,M27,N
NLA12_NY-0101,2,0.06805,M27,J02
NLA12_TX-101,2,0.11183,M27,J03
NLA12_IN-199,1,0.08295,M28,J02
NLA12_WA-159,1,0.09768,M27,J03
NLA12_TN-122,1,0.09728,M27,J03
NLA12_MO-106,1,0.06615,M27,J02
NLA12_MA-106,1,0.0972,M30,J03
NLA12_IL-105,1,0.12044,M27,J03
NLA12_MA-109,1,0.40792,M27,NA
NLA12_NJ-106,1,0.19591,M27,NA
NLA12_DE-107,1,0.07556,M26,J02
NLA12_WY-101,2,0.06743,M27,J02
NLA12_WY-137,1,0.09588,M27,J03
NLA12_CO-104,1,25.722,M27,NA
NLA12_NY-0112,1,0.09458,M27,J02
NLA12_ME-113,1,0,M27,N
NLA12_MA-110,1,0.13698,M27,J03
NLA12_TN-119,1,33.672,M27,NA
NLA12_TN-114,2,0.0839,M27,J02
NLA12_TN-108,2,0.40025,M27,NA
NLA12_MA-103,1,0.06758,M27,J02
NLA12_TN-103,1,0.04643,M29,J02
NLA12_DE-105,2,0,M28,N
NLA12_IL-109,2,7.1007,M28,NA
NLA12_SD-146,1,0,M28,N
NLA12_TN-101,2,0.76497,M29,NA
NLA12_WA-151,1,0,M28,N
NLA12_WY-147,1,0,M28,N
NLA12_WY-124,2,0.06739,M28,J02
NLA12_OR-163,1,0,M28,N
NLA12_OR-158,1,0,M28,N
NLA12_OH-105,1,0.58585,M28,NA
NLA12_NJ-131,2,0.27696,M28,NA
NLA12_MT-162,1,0,M28,N
NLA12_OH-113,1,0.21906,M28,NA
NLA12_IN-135,1,0.0636,M28,J02
NLA12_TX-232,1,0.05444,M28,J02
NLA12_NY-0103,1,0.04068,M28,J02
NLA12_AZ-102,1,0.95401,M28,NA
NLA12_IN-155,1,0.07838,M28,J02
NLA12_IN-201,1,0.07343,M28,J02
NLA12_MA-105,2,0.04267,M28,J02
NLA12_DE-101,2,0.68652,M28,NA
NLA12_TX-161,1,0.06497,M28,J02
NLA12_WA-133,2,0.05404,M28,J02
NLA12_NJ-101,2,0.09374,M28,J02
NLA12_MO-101,2,0.15167,M29,NA
NLA12_ND-R17,1,6.63125,M28,NA
NLA12_ND-R18,1,2.86515,M28,NA
NLA12_TN-104,1,0.06254,M29,J02
NLA12_TN-R01,1,0.07486,M29,J02
NLA12_TX-235,1,0,M28,N
NLA12_MA-101,2,0,M28,N
NLA12_NJ-R01,1,0,M28,N
NLA12_NJ-103,1,0.40536,M28,NA
NLA12_IN-202,1,0,M28,N
NLA12_CA-101,2,0.41542,M29,NA
NLA12_NJ-108,1,0,M29,N
NLA12_TX-129,1,0,M28,N
NLA12_IL-123,1,0.30762,M30,NA
NLA12_UT-397,1,0,M29,N
NLA12_UT-412,1,0.0521,M29,J02
NLA12_TX-R09,1,0,M29,N
NLA12_UT-424,1,0.04664,M29,J02
NLA12_UT-392,1,0.15578,M29,NA
NLA12_IL-103,2,71.9664,M30,NA
NLA12_CA-223,1,0,M29,N
NLA12_WA-154,1,0.0892,M29,J02
NLA12_WA-110,1,0,M29,N
NLA12_UT-409,1,0.07069,M29,J02
NLA12_TX-234,1,0.05362,M29,J02
NLA12_TX-196,1,0.08452,M29,J02
NLA12_UT-400,1,0.05428,M29,J02
NLA12_MO-102,1,0.17023,M29,NA
NLA12_MS-116,1,0.09017,M5,J02
NLA12_MS-R03,1,0.18233,M5,NA
NLA12_MS-119,1,0.10464,M5,J03
NLA12_VT-101,1,0,M10,N
NLA12_TX-141,1,0.15873,M9,NA
NLA12_TX-169,1,0.07513,M9,J02
NLA12_OR-133,1,0.08114,M9,J02
NLA12_OR-131,1,0.08441,M9,J02
NLA12_TX-158,1,0.23052,M8,NA
NLA12_ID-107,1,0,M10,N
NLA12_VT-102,1,0.04645,M9,J02
NLA12_OR-101,1,0.08911,M10,J02
NLA12_TX-135,1,0.09471,M9,J02
NLA12_WI-101,1,4.2,NONE,NA
NLA12_ID-151,1,0,M10,N
NLA12_TX-110,1,0.10528,M9,J03
NLA12_WI-102,1,0.105,NONE,J03
NLA12_ID-109,1,0,M10,N
NLA12_ID-111,1,0.24879,M10,NA
NLA12_VT-106,1,0,M10,N
NLA12_WI-152,1,0.198,NONE,NA
NLA12_WI-113,1,0,NONE,"N, L"
NLA12_MI-151,1,0.05485,M11,J02
NLA12_WI-117,1,0,NONE,"N, L"
NLA12_MI-139,1,0.29855,M11,NA
NLA12_MI-124,1,0.14559,M11,NA
NLA12_TX-117,2,0.09019,M12,J02
NLA12_OR-106,1,0.07625,M11,J02
NLA12_WI-136,1,0.726,NONE,NA
NLA12_MI-109,1,0.08121,M11,J02
NLA12_TX-109,1,0.10417,M12,J03
NLA12_VT-109,1,0.11349,M13,J03
NLA12_MI-136,1,0,M13,N
NLA12_MI-105,1,0.11127,M11,J03
NLA12_CA-R09,1,0.1167,M13,J03
NLA12_MI-167,1,0,M12,N
NLA12_WI-168,1,0.689,NONE,NA
NLA12_TX-124,1,0.10005,M12,J03
NLA12_TX-148,1,0,M14,N
NLA12_WI-172,1,0,NONE,"N, L"
NLA12_MI-108,1,0.0972,M13,J03
NLA12_ID-149,1,0.10872,M12,J03
NLA12_ID-148,1,0,M12,N
NLA12_ID-103,1,0,M12,N
NLA12_MI-104,1,0.07558,M14,J02
NLA12_VT-104,1,0,M13,N
NLA12_MI-120,1,0.12735,M13,J03
NLA12_TX-103,1,0.09354,M14,J02
NLA12_MI-152,1,0.15754,M13,NA
NLA12_MI-128,1,0.2205,M13,NA
NLA12_MI-168,1,0.13858,M13,J03
NLA12_MI-112,1,0.15727,M13,NA
NLA12_MI-115,1,0.07807,M14,J02
NLA12_WI-131,1,0,NONE,"N, L"
NLA12_WI-154,1,0,NONE,"N, L"
NLA12_NE-109,1,0.08716,M16,J02
NLA12_NE-103,1,0.14762,M14,NA
NLA12_NE-114,1,0.08527,M16,J02
NLA12_WA-106,1,0.13071,M15,J03
NLA12_NE-104,1,0.24051,M16,NA
NLA12_MI-117,1,0.79297,M16,NA
NLA12_MI-102,1,0,M16,N
NLA12_NE-133,1,0.41209,M16,NA
NLA12_MI-110,1,0.03939,M16,J02
NLA12_MI-129,1,0.30382,M16,NA
NLA12_VT-114,1,0.08234,M17,J02
NLA12_MI-123,1,0.11063,M16,J03
NLA12_MI-161,1,0.29594,M16,NA
NLA12_WI-166,1,0,NONE,"N, L"
NLA12_MI-165,1,0.05078,M18,J02
NLA12_MI-162,1,0.05548,M18,J02
NLA12_MI-132,1,4.99447,M19,NA
NLA12_MI-118,1,0,M19,N
NLA12_WA-107,1,0.04769,M19,J02
NLA12_WI-112,1,0.216,NONE,NA
NLA12_WI-108,1,0.832,NONE,NA
NLA12_VT-101,2,0.09337,M18,J02
NLA12_MI-169,1,0,M19,N
NLA12_MI-148,1,0.07582,M19,J02
NLA12_WA-129,1,0,M19,N
NLA12_WI-155,1,0,NONE,"N, L"
NLA12_WI-103,1,0,NONE,"N, L"
NLA12_MI-137,1,0.17342,M19,NA
NLA12_WI-151,1,0,NONE,"N, L"
NLA12_WI-127,1,12.62,NONE,NA
NLA12_MI-164,1,0.13722,M19,J03
NLA12_WI-104,1,0,NONE,"N, L"
NLA12_ID-143,1,0.11304,M20,J03
NLA12_MI-116,1,0.37907,M20,NA
NLA12_ID-216,1,0,M20,N
NLA12_WI-129,1,0.128,NONE,J03
NLA12_NH-115,1,0.04406,M20,J02
NLA12_MI-141,1,0,M20,N
NLA12_WA-131,1,0.05252,M20,J02
NLA12_WI-107,1,0.289,NONE,NA
NLA12_WA-111,1,0,M20,N
NLA12_ID-214,1,0.09081,M22,J02
NLA12_WI-120,1,0,NONE,"N, L"
NLA12_VT-115,1,0.08041,M23,J02
NLA12_WI-128,1,0,NONE,"N, L"
NLA12_MI-138,1,0.09914,M22,J03
NLA12_WI-110,1,0,NONE,"N, L"
NLA12_MI-122,1,0,M22,N
NLA12_MI-133,1,0,M22,N
NLA12_MI-107,1,0.21063,M25,NA
NLA12_WI-101,2,2.624,NONE,NA
NLA12_MI-106,1,0.30456,M22,NA
NLA12_MI-126,1,0.22063,M22,NA
NLA12_ID-221,1,0.06914,M22,J02
NLA12_ID-218,1,0,M22,N
NLA12_ID-180,1,0,M22,N
NLA12_MI-130,1,0.08143,M23,J02
NLA12_MI-103,1,0.93713,M23,NA
NLA12_MI-142,1,0.0766,M23,J02
NLA12_MI-101,2,0.11308,M23,J03
NLA12_MI-139,2,1.4011,M23,NA
NLA12_VT-110,1,0.08066,M23,J02
NLA12_MI-113,1,0.23331,M23,NA
NLA12_ID-220,1,9.3914,M23,NA
NLA12_ID-205,1,0,M23,N
NLA12_MI-145,1,0.21886,M23,NA
NLA12_MI-172,1,0.314,M23,NA
NLA12_WI-138,1,0,NONE,"N, L"
NLA12_WI-163,1,0.519,NONE,NA
NLA12_MI-177,1,0.36956,M25,NA
NLA12_WI-106,1,0,NONE,"N, L"
NLA12_WI-171,1,0,NONE,"N, L"
NLA12_FL-R04,1,0.56312,M23,NA
NLA12_MI-178,1,0,M26,N
NLA12_WI-147,1,0,NONE,"N, L"
NLA12_WA-147,1,0,M20,N
NLA12_WI-176,1,0,NONE,"N, L"
NLA12_WI-170,1,0,NONE,"N, L"
NLA12_WI-112,2,0.653,NONE,NA
NLA12_WY-151,1,0,M28,N
NLA12_WI-173,1,0,NONE,"N, L"
NLA12_WI-188,1,20.68,NONE,NA
NLA12_OR-167,1,0.13327,M28,J03
NLA12_WI-142,1,0,NONE,"N, L"
NLA12_WI-153,1,0.15,NONE,NA
NLA12_WI-183,1,0,NONE,"N, L"
NLA12_WI-174,1,0,NONE,"N, L"
NLA12_WI-122,1,0,NONE,"N, L"
NLA12_WI-157,1,0.105,NONE,J03
