SITE_ID,VISIT_NO,SECCHI_m,CLEAR_TO_BOTTOM
NLA12_IN-101,1,3.9,NA
NLA12_VA-106,1,0.575,NA
NLA12_ID-203,1,1,NA
NLA12_ID-122,1,1.725,NA
NLA12_IN-130,1,2.1,NA
NLA12_ID-198,1,1.05,NA
NLA12_IN-113,1,2.5,NA
NLA12_UT-167,1,1,Y
NLA12_PA-117,1,1.15,NA
NLA12_PA-106,1,4.15,NA
NLA12_ME-103,1,4.16,NA
NLA12_OK-288,1,3.95,Y
NLA12_OR-107,1,4.4,NA
NLA12_MS-116,2,2.1,NA
NLA12_WA-R10,1,4.4,NA
NLA12_OR-145,1,1.55,NA
NLA12_MT-110,1,4.64,NA
NLA12_MT-152,1,7.5,NA
NLA12_WY-133,1,4.95,NA
NLA12_IN-147,1,0.19,NA
NLA12_VA-101,2,0.705,NA
NLA12_VA-R05,1,2.525,NA
NLA12_OH-137,1,0.725,NA
NLA12_TX-113,1,0.55,NA
NLA12_WA-R09,1,3.8,NA
NLA12_UT-196,1,3.85,NA
NLA12_ND-202,1,0.7,NA
NLA12_ND-198,1,0.85,NA
NLA12_ND-190,1,0.25,NA
NLA12_ME-121,1,3.5,NA
NLA12_OH-134,1,0.495,NA
NLA12_ID-104,1,1.25,NA
NLA12_CO-121,1,NA,Y
NLA12_WA-102,1,0.96,NA
NLA12_CO-117,1,1.675,NA
NLA12_WY-115,1,2,NA
NLA12_ND-145,1,0.9,NA
NLA12_IN-134,1,0.99,NA
NLA12_ME-130,1,4.125,NA
NLA12_ND-131,1,4.15,NA
NLA12_CA-188,1,1.875,NA
NLA12_MT-124,1,8.19,NA
NLA12_SD-147,1,0.425,NA
NLA12_OR-105,1,2.9,NA
NLA12_MN-121,1,0.75,NA
NLA12_DE-101,1,0.375,NA
NLA12_SD-137,1,2.2,Y
NLA12_TX-104,1,0.565,NA
NLA12_WI-144,1,NA,Y
NLA12_MN-119,1,1.6,NA
NLA12_VA-R18,1,0.375,NA
NLA12_OK-132,1,1.59,NA
NLA12_CA-119,1,3.995,NA
NLA12_WA-R11,1,NA,Y
NLA12_OR-154,1,3.45,NA
NLA12_MN-103,1,2,Y
NLA12_IN-144,1,1.55,NA
NLA12_IN-110,1,2.05,NA
NLA12_IN-105,1,0.95,NA
NLA12_WI-R12,1,2.885,NA
NLA12_ID-101,2,3,NA
NLA12_OK-292,1,0.185,NA
NLA12_MN-106,1,2.9,NA
NLA12_MN-115,1,4.3,NA
NLA12_CO-R04,1,5.75,NA
NLA12_AL-113,1,1.45,NA
NLA12_NC-104,1,0.35,NA
NLA12_IN-164,1,3.35,NA
NLA12_ME-101,1,3.28,Y
NLA12_ME-126,1,NA,Y
NLA12_NE-107,1,0.45,NA
NLA12_OR-112,1,1.6,NA
NLA12_VA-112,1,NA,Y
NLA12_VA-123,1,0.265,NA
NLA12_WI-R13,1,2.455,NA
NLA12_MI-150,1,1.575,NA
NLA12_GA-111,1,1.03,NA
NLA12_IN-102,1,2.75,NA
NLA12_IN-106,1,1.4,NA
NLA12_MI-125,1,1.725,NA
NLA12_CA-108,1,6.38,NA
NLA12_UT-118,1,5.25,NA
NLA12_CT-103,1,4.65,NA
NLA12_MN-177,1,0.35,NA
NLA12_PA-108,2,1.675,NA
NLA12_TX-116,1,1.9,NA
NLA12_IN-166,1,1,NA
NLA12_WI-134,1,0.105,NA
NLA12_OR-102,1,0.0195,NA
NLA12_AR-109,1,1.65,NA
NLA12_AR-104,1,1.84,NA
NLA12_FL-130,1,0.325,NA
NLA12_MN-167,1,0.3,NA
NLA12_NC-127,1,2.35,NA
NLA12_ME-120,1,2.615,NA
NLA12_AZ-103,1,0.55,NA
NLA12_FL-102,2,0.675,NA
NLA12_CO-133,1,NA,Y
NLA12_MN-160,1,1.25,NA
NLA12_IN-159,1,0.85,NA
NLA12_NE-111,1,0.7,NA
NLA12_FL-109,1,0.675,NA
NLA12_FL-105,1,0.65,NA
NLA12_NE-112,1,1.4,Y
NLA12_UT-218,1,5.25,NA
NLA12_SC-112,2,NA,Y
NLA12_NC-124,1,0.45,NA
NLA12_NC-115,1,0.55,NA
NLA12_SD-131,1,0.22,NA
NLA12_ND-156,1,0.31,NA
NLA12_WY-116,1,3.125,NA
NLA12_SC-118,1,0.95,NA
NLA12_IN-120,1,1.1,NA
NLA12_IN-145,1,0.45,NA
NLA12_FL-110,2,1.85,NA
NLA12_FL-126,1,0.55,NA
NLA12_MO-105,1,1.635,NA
NLA12_MO-110,1,2.11,NA
NLA12_ID-112,2,1.85,NA
NLA12_IN-101,2,3.2,NA
NLA12_WA-109,1,2.475,NA
NLA12_CA-103,1,10.59,NA
NLA12_ME-102,1,3.005,NA
NLA12_OR-109,1,27.95,NA
NLA12_IN-149,1,1.45,NA
NLA12_IN-179,1,0.425,NA
NLA12_IN-187,1,2.85,NA
NLA12_ME-116,1,1.995,NA
NLA12_MN-152,1,0.45,NA
NLA12_MT-140,1,11.545,NA
NLA12_NE-125,1,0.15,NA
NLA12_SC-102,1,0.45,NA
NLA12_WY-R04,1,1.5,NA
NLA12_IL-112,1,0.975,NA
NLA12_CA-111,2,3.4,NA
NLA12_SD-115,2,0.14,NA
NLA12_ME-R07,1,5.775,NA
NLA12_MN-112,1,0.4,NA
NLA12_WI-161,1,3.35,NA
NLA12_MN-135,1,0.4,NA
NLA12_OR-128,1,6.75,NA
NLA12_CT-108,1,2.5,Y
NLA12_NY-0104,2,0.8,NA
NLA12_MD-104,1,0.35,NA
NLA12_WA-133,1,1.775,NA
NLA12_CO-130,1,3.505,NA
NLA12_UT-126,1,3.8,Y
NLA12_OK-107,1,1.625,NA
NLA12_NE-121,1,0.15,NA
NLA12_VA-127,1,0.64,NA
NLA12_VA-130,1,1.095,NA
NLA12_MN-114,1,0.3,NA
NLA12_DE-103,1,1.38,NA
NLA12_IL-116,1,2.975,NA
NLA12_MO-108,2,2.09,NA
NLA12_PA-113,1,3.3,NA
NLA12_MD-105,2,0.65,NA
NLA12_IN-185,1,1.05,NA
NLA12_CA-135,1,7.765,NA
NLA12_CA-123,1,3.385,NA
NLA12_SD-101,2,3.05,NA
NLA12_GA-112,2,NA,NA
NLA12_TX-128,1,1.73,NA
NLA12_OR-144,1,NA,Y
NLA12_UT-159,1,3.3,Y
NLA12_UT-147,1,1.75,Y
NLA12_SC-127,1,1.35,NA
NLA12_WY-R01,1,10,Y
NLA12_MT-144,1,0.675,NA
NLA12_SD-143,1,1.05,NA
NLA12_SC-104,2,0.55,NA
NLA12_IN-103,1,0.95,NA
NLA12_ME-129,1,2.755,NA
NLA12_IN-163,1,0.75,NA
NLA12_ME-118,1,4.83,NA
NLA12_AZ-145,1,1.05,NA
NLA12_AR-101,2,0.675,NA
NLA12_AR-105,2,1.05,NA
NLA12_OH-101,1,0.355,NA
NLA12_CO-131,2,2.575,NA
NLA12_FL-141,1,0.65,NA
NLA12_GA-R11,1,0.15,NA
NLA12_NE-105,1,0.41,NA
NLA12_NE-108,1,0.1,NA
NLA12_NC-116,2,0.45,NA
NLA12_NC-101,2,2,NA
NLA12_NM-161,1,2.5,Y
NLA12_IN-128,2,3.05,NA
NLA12_NM-104,2,1.9,NA
NLA12_NM-162,1,5.8,Y
NLA12_FL-132,1,0.375,NA
NLA12_FL-123,2,4.4,NA
NLA12_FL-101,2,0.65,NA
NLA12_NE-113,1,0.175,NA
NLA12_NE-102,1,0.145,NA
NLA12_MT-102,1,7.3,NA
NLA12_IN-174,1,2.25,NA
NLA12_SD-109,1,0.415,NA
NLA12_NM-117,2,1,NA
NLA12_OR-121,1,5.6,NA
NLA12_OH-107,1,0.41,NA
NLA12_CA-206,1,3.8,NA
NLA12_IN-171,1,1.375,NA
NLA12_MN-127,1,0.425,NA
NLA12_IN-186,1,2.65,NA
NLA12_DE-104,1,0.57,NA
NLA12_IN-180,1,1.25,NA
NLA12_MO-123,1,0.51,NA
NLA12_WY-R08,1,5.95,NA
NLA12_AR-106,1,0.48,NA
NLA12_GA-103,1,0.95,NA
NLA12_NC-114,1,0.275,NA
NLA12_NE-135,1,0.045,NA
NLA12_SC-103,2,4.45,NA
NLA12_SD-170,1,0.525,NA
NLA12_ND-113,1,1.8,NA
NLA12_ME-104,1,2.175,NA
NLA12_CO-101,2,0.265,NA
NLA12_MT-136,1,12.36,NA
NLA12_MN-136,1,1.3,NA
NLA12_MN-158,1,0.2,NA
NLA12_ME-105,1,2.07,Y
NLA12_AR-102,1,0.3,NA
NLA12_AR-111,1,0.575,NA
NLA12_CA-141,1,1.68,NA
NLA12_CA-208,1,NA,Y
NLA12_ND-199,1,NA,Y
NLA12_OH-104,1,0.5,NA
NLA12_AZ-R02,1,0.3,NA
NLA12_ME-122,1,2.825,NA
NLA12_MT-120,1,NA,Y
NLA12_ND-105,1,2.01,NA
NLA12_WA-101,2,1.125,NA
NLA12_NE-127,1,0.425,NA
NLA12_OR-160,1,NA,Y
NLA12_OR-103,1,NA,Y
NLA12_IN-104,1,1.175,NA
NLA12_IN-115,1,1.175,NA
NLA12_OH-118,2,0.555,NA
NLA12_NC-134,1,0.85,NA
NLA12_SD-154,1,1.05,NA
NLA12_GA-127,1,0.85,NA
NLA12_WA-125,1,3.375,NA
NLA12_AZ-R01,1,NA,NA
NLA12_CO-109,1,3.05,NA
NLA12_ME-107,1,4.075,NA
NLA12_NE-160,1,0.93,NA
NLA12_WI-179,1,3.65,NA
NLA12_WI-109,1,1,NA
NLA12_WI-115,1,0.85,NA
NLA12_AZ-130,2,2.75,NA
NLA12_VT-112,2,2.2,NA
NLA12_MT-164,1,6.15,NA
NLA12_PA-111,1,1.1,NA
NLA12_PA-115,1,3.75,NA
NLA12_TX-218,1,0.55,NA
NLA12_OH-115,1,3.785,NA
NLA12_AR-103,1,3.24,NA
NLA12_AZ-106,1,1.5,NA
NLA12_AZ-123,1,0.03,NA
NLA12_NE-154,1,0.425,NA
NLA12_NE-156,1,0.09,NA
NLA12_NE-101,2,0.45,NA
NLA12_WA-103,1,4.975,NA
NLA12_NE-166,1,0.95,NA
NLA12_NE-149,1,0.15,NA
NLA12_SD-157,1,1.15,NA
NLA12_NE-170,1,0.145,NA
NLA12_SD-162,1,0.325,NA
NLA12_AZ-157,1,0.275,NA
NLA12_ME-126,2,4.675,Y
NLA12_OH-106,1,1.45,NA
NLA12_CO-R01,1,7.6,NA
NLA12_CA-102,1,0.39,NA
NLA12_CA-156,1,0.43,NA
NLA12_SD-103,1,1.2,NA
NLA12_SD-150,1,1,Y
NLA12_SD-141,1,2.05,NA
NLA12_GA-101,2,0.55,NA
NLA12_MT-135,1,0.325,NA
NLA12_NE-129,2,0.25,NA
NLA12_CO-R10,1,2.55,NA
NLA12_MN-123,2,2.45,NA
NLA12_MN-171,1,0.85,NA
NLA12_MD-101,2,4.7,NA
NLA12_MO-122,1,0.51,NA
NLA12_MO-126,1,0.185,NA
NLA12_WA-146,1,NA,Y
NLA12_IN-142,1,0.425,NA
NLA12_MN-144,1,1.8,Y
NLA12_CO-107,1,7.39,NA
NLA12_CT-101,2,1.5,NA
NLA12_WV-101,2,3.4,NA
NLA12_TX-199,1,0.15,NA
NLA12_NE-157,1,1.325,NA
NLA12_MT-103,1,1.275,NA
NLA12_IL-114,1,3.005,NA
NLA12_IN-117,1,1.65,NA
NLA12_MN-101,2,NA,NA
NLA12_SD-198,1,0.625,NA
NLA12_ME-115,1,3.335,NA
NLA12_GA-114,1,1.05,NA
NLA12_IN-191,1,0.275,NA
NLA12_WA-114,1,2.415,NA
NLA12_AZ-143,1,1.725,NA
NLA12_UT-374,1,1.45,NA
NLA12_PA-103,1,1.15,NA
NLA12_CO-105,1,0.315,NA
NLA12_NE-158,1,0.09,NA
NLA12_IL-103,1,0.875,NA
NLA12_MT-119,1,0.24,NA
NLA12_UT-122,1,5.36,NA
NLA12_TX-118,1,0.245,NA
NLA12_CA-181,1,2.26,NA
NLA12_CO-R07,1,3.05,Y
NLA12_IN-126,1,0.45,NA
NLA12_TX-202,1,0.56,NA
NLA12_OK-133,1,0.29,NA
NLA12_UT-324,1,2.1,NA
NLA12_ME-135,1,3.4,NA
NLA12_MT-161,1,0.94,NA
NLA12_OH-101,2,0.435,NA
NLA12_UT-325,1,4.075,NA
NLA12_WA-115,1,5.705,NA
NLA12_OK-286,1,0.135,NA
NLA12_WV-112,2,0.355,NA
NLA12_UT-229,1,3.75,NA
NLA12_MN-181,1,1.7,Y
NLA12_MN-180,1,1.2,NA
NLA12_CA-212,1,4.57,NA
NLA12_OH-R03,1,2.825,NA
NLA12_MN-162,1,1.25,NA
NLA12_MN-170,1,2.1,NA
NLA12_ME-108,1,3.25,NA
NLA12_IN-162,1,0.925,NA
NLA12_IN-112,1,0.75,NA
NLA12_IN-131,1,8.5,NA
NLA12_CT-115,2,4.7,NA
NLA12_TX-137,1,2.325,NA
NLA12_CO-127,1,2.085,NA
NLA12_MO-120,1,0.555,NA
NLA12_PA-119,1,6.9,NA
NLA12_OH-112,1,1.665,NA
NLA12_CA-138,1,NA,Y
NLA12_WI-132,1,0.3,NA
NLA12_WI-181,1,1.5,NA
NLA12_WI-135,1,2.1,NA
NLA12_WI-111,1,4.1,NA
NLA12_MT-177,1,0.64,NA
NLA12_MA-101,1,1.75,NA
NLA12_MA-105,1,1.75,NA
NLA12_IN-183,1,0.55,NA
NLA12_WA-124,1,3.16,NA
NLA12_MA-111,1,3.25,NA
NLA12_WA-120,1,6.375,NA
NLA12_UT-110,2,3.05,NA
NLA12_UT-290,1,1.8,Y
NLA12_MA-108,1,1.05,NA
NLA12_WY-125,1,3.35,NA
NLA12_OK-102,1,0.47,NA
NLA12_OK-285,1,0.76,NA
NLA12_CA-107,1,5.3,NA
NLA12_DE-121,1,0.575,NA
NLA12_WV-105,1,0.5,NA
NLA12_MT-102,2,6.45,NA
NLA12_ME-101,2,3,Y
NLA12_MT-105,1,7.585,NA
NLA12_CO-111,1,0.76,NA
NLA12_OR-126,1,4.6,NA
NLA12_OR-173,1,NA,Y
NLA12_TX-159,1,0.975,NA
NLA12_OK-311,1,1.245,NA
NLA12_OK-101,2,0.91,NA
NLA12_CA-104,1,8.78,NA
NLA12_MT-111,1,6.225,NA
NLA12_OH-122,1,0.735,NA
NLA12_ME-137,1,1.735,NA
NLA12_IN-196,1,4.05,NA
NLA12_MA-102,1,NA,Y
NLA12_WA-116,1,2.7,NA
NLA12_WA-104,1,0.665,NA
NLA12_MA-104,1,0.85,NA
NLA12_IL-111,1,0.875,NA
NLA12_CT-105,1,1.1,NA
NLA12_TN-106,1,0.725,NA
NLA12_OK-299,2,1.775,NA
NLA12_UT-264,1,2.25,Y
NLA12_CO-103,1,0.925,NA
NLA12_PA-101,2,5.3,NA
NLA12_UT-343,1,1.51,NA
NLA12_UT-359,1,0.225,NA
NLA12_OR-103,2,NA,Y
NLA12_TX-R08,1,0.4,NA
NLA12_IN-193,1,3.15,NA
NLA12_OR-121,2,6.2,NA
NLA12_MT-164,2,5.6,NA
NLA12_NJ-105,1,1.4,Y
NLA12_NY-0101,2,7.9,NA
NLA12_TX-101,2,0.11,NA
NLA12_IN-199,1,2.25,NA
NLA12_WA-159,1,2.86,NA
NLA12_TN-122,1,0.675,NA
NLA12_MO-106,1,0.5,NA
NLA12_MA-106,1,3.25,NA
NLA12_IL-105,1,1.175,NA
NLA12_MA-109,1,5.95,NA
NLA12_NJ-106,1,1.375,NA
NLA12_DE-107,1,NA,Y
NLA12_WY-101,2,1.15,Y
NLA12_WY-137,1,NA,Y
NLA12_CO-104,1,0.27,NA
NLA12_NY-0112,1,1.95,NA
NLA12_ME-113,1,1.475,NA
NLA12_MA-110,1,2.95,NA
NLA12_TN-119,1,0.65,NA
NLA12_TN-114,2,1.05,NA
NLA12_TN-108,2,0.175,NA
NLA12_MA-103,1,1.85,NA
NLA12_TN-103,1,0.405,NA
NLA12_DE-105,2,2.2,Y
NLA12_IL-109,2,0.675,NA
NLA12_SD-146,1,1,Y
NLA12_TN-101,2,0.29,NA
NLA12_WA-151,1,6.48,NA
NLA12_WY-147,1,3.975,NA
NLA12_OR-163,1,NA,Y
NLA12_OR-158,1,0.675,NA
NLA12_OH-105,1,0.23,NA
NLA12_NJ-131,2,0.7,Y
NLA12_MT-162,1,5.65,NA
NLA12_OH-113,1,0.725,NA
NLA12_IN-135,1,1.7,NA
NLA12_TX-232,1,1.325,NA
NLA12_NY-0103,1,NA,Y
NLA12_AZ-102,1,NA,Y
NLA12_IN-155,1,6.45,NA
NLA12_IN-201,1,0.55,NA
NLA12_MA-105,2,1.15,NA
NLA12_DE-101,2,0.45,NA
NLA12_TX-161,1,0.4,NA
NLA12_WA-133,2,1.955,NA
NLA12_NJ-101,2,0.85,NA
NLA12_MO-101,2,0.51,NA
NLA12_ND-R17,1,2.15,NA
NLA12_ND-R18,1,1.05,NA
NLA12_TN-104,1,3.125,NA
NLA12_TN-R01,1,5,NA
NLA12_TX-235,1,0.8,NA
NLA12_MA-101,2,1.05,NA
NLA12_NJ-R01,1,0.75,NA
NLA12_NJ-103,1,0.75,NA
NLA12_IN-202,1,0.975,NA
NLA12_CA-101,2,1.145,NA
NLA12_NJ-108,1,1.05,NA
NLA12_TX-129,1,1.475,NA
NLA12_IL-123,1,0.16,NA
NLA12_UT-397,1,1.7,Y
NLA12_UT-412,1,1.55,NA
NLA12_TX-R09,1,0.875,NA
NLA12_UT-424,1,1.15,NA
NLA12_UT-392,1,1.175,NA
NLA12_IL-103,2,0.82,NA
NLA12_CA-223,1,8.515,NA
NLA12_WA-154,1,1.42,NA
NLA12_WA-110,1,5.7,NA
NLA12_UT-409,1,0.205,NA
NLA12_TX-234,1,1.4,NA
NLA12_TX-196,1,0.365,NA
NLA12_UT-400,1,1.85,NA
NLA12_MO-102,1,1.505,NA
NLA12_MS-R03,1,0.55,NA
NLA12_MS-119,1,0.8,NA
NLA12_TX-141,1,5.6,NA
NLA12_TX-169,1,NA,Y
NLA12_OR-133,1,2.1,NA
NLA12_OR-131,1,1.5,NA
NLA12_TX-158,1,0.475,NA
NLA12_ID-107,1,0.395,NA
NLA12_VT-102,1,5.15,NA
NLA12_OR-101,1,0.3,NA
NLA12_TX-135,1,0.385,NA
NLA12_WI-101,1,1.3,NA
NLA12_ID-151,1,0.25,N
NLA12_TX-110,1,0.775,NA
NLA12_WI-102,1,7.35,NA
NLA12_ID-109,1,0.69,N
NLA12_ID-111,1,1.7,N
NLA12_VT-106,1,1.8,NA
NLA12_WI-152,1,4.5,NA
NLA12_WI-113,1,4.8,NA
NLA12_MI-151,1,2.925,NA
NLA12_WI-117,1,2.8,NA
NLA12_MI-139,1,2.025,NA
NLA12_MI-124,1,2.5,NA
NLA12_TX-117,2,0.29,NA
NLA12_OR-106,1,16.4,NA
NLA12_WI-136,1,2.1,NA
NLA12_MI-109,1,1.325,NA
NLA12_TX-109,1,1.35,NA
NLA12_VT-109,1,NA,Y
NLA12_MI-136,1,2.25,NA
NLA12_MI-105,1,2.45,NA
NLA12_CA-R09,1,NA,Y
NLA12_MI-167,1,2.425,NA
NLA12_WI-168,1,3.7,NA
NLA12_TX-124,1,0.93,NA
NLA12_TX-148,1,0.19,NA
NLA12_WI-172,1,0.55,NA
NLA12_MI-108,1,2.875,NA
NLA12_ID-149,1,1.05,NA
NLA12_ID-148,1,2.275,NA
NLA12_ID-103,1,2.05,NA
NLA12_MI-104,1,2.075,NA
NLA12_VT-104,1,5.3,NA
NLA12_MI-120,1,1.65,NA
NLA12_TX-103,1,0.75,NA
NLA12_MI-152,1,1.625,NA
NLA12_MI-128,1,3.675,NA
NLA12_MI-168,1,0.825,NA
NLA12_MI-112,1,1.025,NA
NLA12_MI-115,1,1.75,NA
NLA12_WI-131,1,1.65,NA
NLA12_WI-154,1,1.05,NA
NLA12_NE-109,1,0.625,NA
NLA12_NE-103,1,0.24,NA
NLA12_NE-114,1,0.325,NA
NLA12_WA-106,1,0.9,NA
NLA12_NE-104,1,0.33,NA
NLA12_MI-117,1,3.415,NA
NLA12_MI-102,1,1.525,NA
NLA12_NE-133,1,1.23,Y
NLA12_MI-110,1,5.075,NA
NLA12_MI-129,1,3.125,NA
NLA12_VT-114,1,6.15,NA
NLA12_MI-123,1,2.95,NA
NLA12_MI-161,1,1.225,NA
NLA12_WI-166,1,1.8,Y
NLA12_MI-165,1,1.825,NA
NLA12_MI-162,1,4.575,NA
NLA12_MI-132,1,2.125,NA
NLA12_MI-118,1,4.85,NA
NLA12_WA-107,1,1,NA
NLA12_WI-112,1,2.75,NA
NLA12_WI-108,1,1.05,NA
NLA12_VT-101,2,5.15,NA
NLA12_MI-169,1,0.975,NA
NLA12_MI-148,1,6.05,NA
NLA12_WA-129,1,NA,Y
NLA12_WI-155,1,1.1,NA
NLA12_WI-103,1,3.05,NA
NLA12_MI-137,1,3.075,NA
NLA12_WI-151,1,2.4,NA
NLA12_WI-127,1,0.15,NA
NLA12_MI-164,1,0.525,NA
NLA12_WI-104,1,4.75,NA
NLA12_ID-143,1,1.575,NA
NLA12_MI-116,1,1.125,NA
NLA12_ID-216,1,0.225,NA
NLA12_WI-129,1,1.9,NA
NLA12_NH-115,1,NA,Y
NLA12_MI-141,1,3.925,NA
NLA12_WA-131,1,4.425,NA
NLA12_WI-107,1,1.2,NA
NLA12_WA-111,1,3.15,NA
NLA12_ID-214,1,1.05,NA
NLA12_WI-120,1,0.35,NA
NLA12_VT-115,1,2,NA
NLA12_WI-128,1,1.55,NA
NLA12_MI-138,1,2.975,NA
NLA12_WI-110,1,6.2,NA
NLA12_MI-122,1,8.8,NA
NLA12_MI-133,1,5.95,NA
NLA12_MI-107,1,3.025,NA
NLA12_WI-101,2,0.55,NA
NLA12_MI-106,1,3.075,NA
NLA12_MI-126,1,4.1,NA
NLA12_ID-221,1,0.6,NA
NLA12_ID-218,1,6.725,NA
NLA12_ID-180,1,NA,Y
NLA12_MI-130,1,2.75,NA
NLA12_MI-103,1,3.3,NA
NLA12_MI-142,1,1.425,NA
NLA12_MI-101,2,2.85,NA
NLA12_MI-139,2,2.105,NA
NLA12_VT-110,1,4.6,NA
NLA12_MI-113,1,4.075,NA
NLA12_ID-220,1,5.85,Y
NLA12_ID-205,1,1.35,NA
NLA12_MI-145,1,3.015,NA
NLA12_MI-172,1,4.875,NA
NLA12_WI-138,1,2.9,NA
NLA12_WI-163,1,0.5,NA
NLA12_MI-177,1,NA,Y
NLA12_WI-106,1,1,NA
NLA12_WI-171,1,3.65,NA
NLA12_FL-R04,1,0.975,NA
NLA12_MI-178,1,NA,Y
NLA12_WI-147,1,0.95,NA
NLA12_WA-147,1,7.2,NA
NLA12_WI-176,1,5.8,NA
NLA12_WI-170,1,1.55,NA
NLA12_WI-112,2,NA,Y
NLA12_WY-151,1,2.675,NA
NLA12_WI-173,1,0.65,NA
NLA12_WI-188,1,0.275,NA
NLA12_OR-167,1,1.175,NA
NLA12_WI-142,1,0.45,NA
NLA12_WI-153,1,0.45,NA
NLA12_WI-183,1,4.25,NA
NLA12_WI-174,1,1.25,NA
NLA12_WI-122,1,NA,Y
NLA12_WI-157,1,1.95,NA
